app,ratings,helpful-vote,comment
duolingo,1,1,this pp is trash. a few lessons in and it starts asking you to translate words it hasn't taught you yet. this means you have only a one in three chance of getting it right. make five mistakes and you can't continue... unless you pay for premium. isn't showing an ad after literally every lesson enough?
duolingo,1,4,"i used this pp in the past and it was great. i felt like my language skill were lacking, so jumped back on. but the heart system is shod! it leaves you no time to actually make any mistakes, which at the end of the day is all part of learning, especially with new languages. please change"
duolingo,1,12,since i can't get any answers i have to do a negative review. i am having issues with this pp and no way to find out why so i'm really annoyed. i have been buying the weekend amulet for months but for two weekend the amulet got used and in addition my streak freeze was used. so two days for the price of three? last weekend i bought the weekend amulet but went ahead and did lessons to prevent losing a streak freeze and the amulet was used even though i did lessons. why?? that's just ridiculous.
duolingo,1,20,"the hearts system is really really bad, the person to learn something new he need to make mistakes because he is in the process of learning something new. the hearts system disrupt the learning process. the pp filled with as and i support you through the as system why i need to support through second system too? i don't recommend this pp to anyone who wants to learn a new language, at least not anymore."
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness. there is no feature that lets you review the words you've learned. also i don't understand why they downgraded the pp by adding a stupid heart system that stops you from learning if you make too many mistakes. making mistakes is how we learn the most. annoying people into paying for do+ whilst still being under the guise as an pp that offers free education? the english word for that is 'evil'
duolingo,1,15,it monitor you like a facebook pp. if you get things wrong it takes away 1 of your 5 hearts and when you are out of hearts you cannot continue until the hearts refill. instead of helping you it just treats it like a game. basically if you aren't perfect it is a waste of an pp.
duolingo,1,2,"does not explain the rules behind articles in german. just expects you to know them instantly. on top of that the things you buy the the shop are broken and dont ever work even though they take your lights. leaderboards are broke as well. just farm the same ""story"" over and over again to get x the up from a harder lesson."
duolingo,1,14,"i use to give this pp five stars until the last update. the last update added hearts. this makes it difficult to practice my lessons. it takes forever for the hearts to come back. i am so disappointed. this pp used to make learning a new language fun, but now it is really distressful because i know if i get something wrong i will not be able to continue."
duolingo,1,8,"this pp helped me learning french. but it's really rubbish. they want you to use the pp everyday, which i can accept. but then they ll compel you to buy , lot of as , more than all after reaching diamond league they want you to reach #1 place which is impossible as some user use domingo plus. if not u should keep playing until u get #1 otherwise you will be devoted to the previous league. so keep playing until u die. such a non sense concept. i stopped playing bc of this pressure. f***"
duolingo,1,1,i did basic learning for japanese. after two lessons it didn't save and restarted. took me back to basic learning or test placement. this happened 3 times. each time after i finished the first lesson. i don't know if this is a known bug.
duolingo,1,16,"good and useful but still frustration when it gives you red for obvious fatfingering. on languages with sound recognition exercises, it needs translations of the sound bits when they have meaning on their own. that would help memorizing the characters."
duolingo,1,3,"i was enjoying this pp for two weeks. but all of sudden every sound on the pp gone. i just can hear any thing anymore, i did every thing to solve it but it didn work. every sound, every listening exercise is not unable now. it really disappointed me and interrupted my progression"
duolingo,1,11,"its was ok but the way it's taught could be better and more clear and the voice chat to answer what the word is, is rigged and doesn't pick up the voice and even if i said the sentence right it tells me i got it wrong and now we can only learn for a limited time until we run out of hearts which is dumb and shouldn't be a thing!!!👎👎👎"
duolingo,1,0,"great idea and was really enjoying it to begin with but, despite getting full marks on all lessons, it doesn't track progress and i keep getting asked to do the same levels over and over again"
duolingo,1,5,"the hearts system is terrible and makes domingo a total waste of time. it punishes you for making mistakes, which is totally senseless as mistakes are crucial to learning just about anything! additional, with or without hearts, most of the pp's sentences are not at all useful in real life. it's much better learning the grammar of your target language with comprehensive textbook, reading books and listening to media in the language and expecting your vocabulary with drops and clozemaster."
duolingo,1,12,"the pp has a pitch for hind language. in level 3, it is impossible to select the correct character for to. you cannot select the correct answer. you cannot do lesson 4 before completing lesson 3, so this is a huge issue. i will not try the paid version until this pitch is fixed. otherwise i love the style of learning."
duolingo,1,6,this pp isn't about learning anymore but a competition to stay in the league. i try to learn for hours daily but i still get devoted and it's so frustration. i end up doing stories to stay in the league instead of learning. it's frustration. i'll have to look for another pp that is strictly for learning and not competing with imaginary people
duolingo,1,112,"used to love the pp but can't stand it now with the heart system. it makes me afraid to make a mistake as i will have to wait hours to try again. you shouldn't be punished for failure in a learning pp, such an obvious money-grab drive to make people buy domingo plus. complete let down and i'll be using other apes now"
duolingo,1,2,"terrible... using it to learn japanese is terrible, i would not recommend it for learning the japanese language. the learning structure they designed for japanese starts off well but then falls apart rapidly within the first few lessons. i do not recommend this pp for learning japanese... complete rubbish"
duolingo,1,2,"never make learning process a competition. one should learn slowly and with efficiency. competing in leagues and striving to secure place in top 10 has been one of the worst experiences. and this new health system is breaking, people learn with mistakes and they should be let to do so. i agree that it is one of the best platforms to learn a language but that doesn't mean you impose so many unnecessary things. better domingo changes the way of health and the leagues."
duolingo,1,1,"it is amazing if you are one of the lucky ones without hearts. if you have hearts, you are kicked out of a lesson if you reach 0 (making mistakes is part of learning, except for this pp apparently). completely ruined the learning experience."
duolingo,1,3,"despite completing daily lessons and receiving the screen notifying me that i have extended my streak, i wake up being notified that my streak freeze has been used up or streak has been broken. ten dollars a month is steep for a sanctioning pp, let alone this one."
duolingo,1,1,its great for five minutes then you run out of 'credits' or whatever and you can learn any more without waiting or paying which makes it completely useless. don't bother.
duolingo,1,0,"the pp is really bad. 5 hearts, takes 5 hours to regenerate one. one mistake loses an hearth. do not use this pp, use the brother/mobile version instead. there you have unlimited lives."
duolingo,1,53,"quit out of frustration. pp has reallysuperfun ""trick"" questions to use up all your hearts, so you have to play lots practice as, i mean games, to do lessons. in: ""what is your name?"" in french the correct answer is seemingly random: ""duel est votre/ton nom"" ""comment tu t'appealed"" ""comment vous appealed-vous"" pick the wrong one, even though there all right, you still be trying to get past same question 65 times later! formal translations are rarely accepted: ""comment t'appealed-tu?"" wrong"
duolingo,1,0,they make this like it's a game...taking hearts away when you get something wrong...not allowing you learn at a good they want you to pay to learn at your own pace...other i know with the pp thinks it's a joke that i have to wait for my heart to replenished😑
duolingo,1,0,"make sure you cancel a subscription before it charges. even if you haven't used the pp in months, you won't get a reminder or refund after the charge. while you are using it though it's good."
duolingo,1,1,the introduction of hearts dumps earners' lesson progress and locks them out after five mistakes. i previously gave this pp five stars but i have to update my rating as this recent update makes me start looking for competing products. it is idiotic.
duolingo,1,0,the problem now i have is that the sounds are not payable! i can't play the sounds. i press the button but nothing happens! i've checked my phone settings but everything was ok!
duolingo,1,6,they changed my lingo system to heart system just when i was getting into it. now there's no exercise button either. lost all my lights. lost my streak progress and streak freeze status. no reply from the develop as well when failed them about this. you talk a out prompting education and then use such predator practices to push your premium service. i'd much rather pay for a face to face tutor and who charges the same amount and is far more dynamically interactive.
duolingo,1,0,i loved the pp at first but i know my answer is correct and it keeps saying wrong and in getting annoyed and it is the same question over and over again that is getting me frustrated i reported it twice and still nothing i installed the pp and nothing works this pp is garage please fix it
duolingo,1,1,"when i signed up for the free trial, the going cost after the 7 day trial was stated as $12.99 per month, however i have just been charged an annual subscription fee of $134. this is dishonest marketing."
duolingo,1,0,"unable. during the watching game, you finish with two cards that don't match with no way to continue the lesson."
duolingo,1,0,"the sound in the pp keeps disappearing and then returning after i click for it to speak the sentence to me a million times. it is super annoying, and ruins the whole practise. please fix it."
duolingo,1,0,"my ""streak freeze"" has been saying ""equipped"" for a few weeks now so i can no longer utilize that function if i need to miss a day. please fix this. thanks."
duolingo,1,0,"it was very good at first, but now it does not play sounds and pronunciation an there is no support for this problem"
duolingo,1,0,"unable. towards the end of each lesson, there is a question with a fill in the blank. a tying box or multiple choice don't show up at all and causes me to have to exit the lesson completed."
duolingo,1,0,"after the recent update, the pronunciation of the words and and sentences are gone. i have to go on learning without sound and voice guide."
duolingo,1,0,"since last update, some of the lesson i do doesn't count in my up. it's like i didn't done them. i have to exit and launch the pp again and do one lesson at a time."
duolingo,1,0,when in learning japanese the page laws and i dont get like 80% of the work and dont understand what going on. the tips page which explains what i need to know laws and doesn let me access it so i still dont get what anything means.
duolingo,1,0,"this pp is terrible for beginners. i'm trying to learn vietnamese, and within the first few prompt is was already shooting full on vietnamese sentences to me about ferries wheels without any context or previous learning on ferries wheels. i could see how it be good for brushing up on a language, but definitely not for learning one from start."
duolingo,1,0,"there's this really annoying pitch with domingo stories where once i complete a story and click continue, the up does not register and it the screen freeze. please fix this."
duolingo,1,0,"this pp would be helpful if it didn pitch out when i move blocks around during the ""what do you hear"" sections. will change review when fixed."
duolingo,1,0,the hearts are ridiculous. you loose hearts even if you make one mistake. like types. it doesn let you pick the place at which you learn. it pick it for you. it is super frustration and i personally wouldn recommend domingo to anybody for this reason.
duolingo,1,0,the pp others me several times per day and they send me multiple email per day to keep practicing. i don't need to be harassed multiple times per day & i certainly don't need to justify or explain myself for not continuing to practice. enough is enough.
duolingo,1,0,"no tying in pp why of would you not consider making tying in the pp a thing? it's way better than just guessing from like 10 words, tying trains your brain to think for itself. this is ridiculous. do is good but the pp just sucks because of this."
duolingo,1,0,"i've used do lingo off and on for years. it's fun at first, i did learn from it. i've never quite finished a language program, but i've come within 5 lessons. twice now i've come back to refresh what i know, and all of my progress is gone. they delete everything if you don't use the pp for a few months. after the first time i almost didn't try it again, but i did. the second time, i'm done. fine enough for super beginners i guess, but not really. would not recommend."
duolingo,1,17,"great pp without hearts, but really sucks with them. i had about 150 days without the hearts (lives). then they showed up. you get five lives a day and then you lose one for every simple mistake. they justify the hearts by saying that you won't learn new material if you spend too much time on the pp. this seems to be a flat out lie, because everything else is feared to making you want to spend more time learning, leagues, up's, etc. the paid version has unlimited lives = real reason."
duolingo,1,19,"i'd like to be able to delete the account matched with my email, or at least turn off the email modifications. i've tried unsubscribing to the email, but still get them. i've gone into both the desktop and pp settings to turn off the modifications, delete/disabled 'my' account, yet everything remains the same. this is extremely annoying and a waste of time, but i can't disabled anything. i can't even switch it out to another email. i'll return to using domingo only if i can disabled this account"
duolingo,1,0,"this pp is not optimized for andros tablet; it appears to have only portrait screen orientation, which is extremely uncomfortable."
duolingo,1,0,"not unlike conventional learning methods. repetition seems to be the key with this pp, and is lacking a true essence of understanding the language."
duolingo,1,0,"a great way to practice another language. repetition and helpful tips with reminders. canceled subscription, still recurring."
duolingo,1,0,hated the new hearts system. five mistakes then you're done. have to pay more to continue to use the pp.
duolingo,1,0,it is nice but the heart system is totally irritating as it stops you from learning if you make too many mistakes...pus sort out this problem.
duolingo,1,0,do not download this pp it a waste of time if you get 5 things wrong you have to wait all day to use the pp again or pay for their premium if your trying to learn a new language fast this pp is not the way all it's going to do is passing you off when you get 5 things wrong
duolingo,1,1,"disappointed, dont have my language 😥when i, go learning a language the other window open what is your language 😡 there isn't my language then i'm stuck in this window, what is my language.come on guns at least put an option like others then the languages you guns list there please do add more languages or give a choice to choose an option like others or ..."
duolingo,1,0,"it does not start the next heart counter till i open the pp and click on it! now it gives me hearts full ratification, but shows 4 hearts only when i open. on the leaderboard, this one guy has almost 8000 up in a day. is that even possible?"
duolingo,1,0,"pp asks, what language do you speak but it's not showing rude neither i want to read text in rude , i prefer english text but i have to select environment from those languages which i can't even read .. why we must have to choose our language while we installed english version of pp there must be no restrictions on selecting language for environment as it can stay in english and user can learn any of your given language."
duolingo,1,5,"a few years ago do was a fun way to learn. i even almost bought pro. after many updated its harder to use and pro is too much $. learning a language is valuable, but there are many other free option. update see '19: the health system is frustration & not helpful, and i'm trying out other apes. update run '19: the leaderboard is not as motivation as being in a group with people i knew. update jan '20: the overt homosexual agenda in all of the stories is tiresome and i can't take it much longer."
duolingo,1,1,"domingo is getting worse with every update. i use to be a premium subscribe... st it is this stupid competition and points... not a productive way for learning! now domingo has a review of prior lessons every other day... this is a waste of my time! are you really having me review the first lesson of my entire domingo instruction? it is random... so if i want to keep my lessons current, i must do your review choice, not mine? i am using other apes:drops, lingual, busy. domingo sucks!"
duolingo,1,1,"it took one day after rating for the domingo pp to be useless. well there you go, one star, hope you are happy. sorry, but if you decide to remove the part where grammar of a lesson is explained, that makes the whole pp useless. i cannot train a lesson of which i have no information about whatsoever by purely hoping that i'm right. stop being so shady and bring back the lightbulb or at least write an explanation about it in updated"
duolingo,1,3,"i would rate better as i have a positive experience learning, but the hearts functionality added is forgiving especially for anyone with audit processing issues or disabilities, and an obvious play to persuade people to buy pro. i understand do needs to make their money but it's a harsh curve for new earners who will make mistakes, or even just when learning new skill. failing within lessons should be motivation enough for earners to slow down. honestly scared of my version dating..."
duolingo,1,5,"besides the heart system is completely ridiculous, they still dare to stole my diamonds. i spend 350 diamonds to get a full refill of diamonds and for my surprise, i didn't get the refill. honestly domingo, i am waiting for an answer, if not, i am uninstalling it sap. you are not given a f. for make learning free, you just anna sell the pro package. what a shame"
duolingo,1,0,these limited heart is suck especially when you are running out of money but need to learn another language. at th level is harder than any level and if using computer you have to do many lesson compared to using mobile apes.
duolingo,1,0,it is a great concept but many translations are terribly wrong! this is ridiculous fix your translations!
duolingo,1,6,"while doing match the correct hind word with english work , all the option were finished and 'get' was left with 'ofुँचूँ' but they were not watching and i could not progress . please correct this pitch. i do it everyday and lost my big streak because of this. i would rate it 5 stars if this mistake is corrected because i really like this pp. thank you ."
duolingo,1,88,"i would love it but they need to take off the lives/hearts when you get exercises wrong. you only get five mistakes and then you need to either pay for premium to keep going or hope you have enough up points to use them. that is wrong because the desktop version doesn't have that. if you have time, do the desktop version than this because it really sucks that i have to stop learning just cause i made five mistakes. like i'm learning a new language so of course i'm going to make mistakes."
duolingo,1,59,"with latest update they shortened the number of lessons per level. while it makes it quicker to breeze through and collect crowns, you end up retaining far less of the content. previous version, if you didn want to grind you could test out of a level. that was better because users could move on when ready. now it is basically just a flash card game pp, not a true language course. i've canceled my subscription."
duolingo,1,9,"it hurts to write this review. i started studying japanese with domingo, and i must say i was pretty happy with my studies and planned on continuing them on the pp. but then, my account was switched to a/b testing, which makes the pp into a premium pp. it says it's free, but you have to pay to actually achieve something, which sucks, and there's no turning back for my account. you can goose what i mean. i am not going to use this pp anymore, and i advise you against using it as well."
duolingo,1,16,"the heart feature they have added is useless - if it is my goal to learn a language in 3 months and i'm limited to 10 mistakes a day i'm not going to get very far! looks like people who have an old version of the pp don't have this problem too, which is even more frustration!"
duolingo,1,0,the pp was once great for learning . now it's a premium pp with a system that punishes you if you make a mistake and don't pony up the cash to correct it . y'all got greedy .
duolingo,1,60,"i am content using the free portion of the pp and putting up with the as. but now they have ""updated"" to this heart system. essentially you are allowed 4 mistakes (hearts). if after making 4 mistakes you don't purchase more hearts then the lesson you are on is canceled. isn't the intent to teach? guess it's time to move on to the next pp."
duolingo,1,8,"was 5 stars but since update is 1. i'm currently on a 372 day streak. i used to click on as to support you and on occasion has also led to a purchase. sad to say i'll now be uninstalling this pp as the latest update forces you to lose hearts if you make a mistake. this will lead to paying for something i already see as for. a universal truth in life is humans learn through their mistakes. penalizing your mistake when trying to learn is just wrong. sadly then, goodby domingo. you ruined it."
duolingo,1,45,"the pp is great... except for one major flaw: there are no grammar notes on anything other than french, spanish and german. i am not learning any of these languages, and i recently discovered that there are grammar notes for every language on desktop. it was simply mindblowing to me, after just guessing for so much time. it should be as easy as copy and passing, yet here we are. it's unacceptable, it's like trying to bake a cake without the instructions."
duolingo,1,22,"when it works, it's a great and fun pp. however, the speaking exercises have not worked for me for weeks because the pp has stopped recognizing my microphone, and that's when i realized how outdated and responsive their customer support is. all their support documentation is from 2015 and for the web version, and they reply to none of my email or sweets. update your into, fix your bags, and get some real customer support."
duolingo,1,40,"i love this pp, but i can't give it more than one star when it doesn't work right on a samson phone. i'm stuck in a low level of ""habits"" in french, because a ""fill-in-the-blank"" exercise has no words. also, when you do an upgrade to the entire pp, please, be sure that it is thoroughly tested prior to release. the pronunciation part included is great, but there is no audit so it is a guessing game that is almost useless."
duolingo,1,5,"effectively useless if you don't want to pay. the heart system in this pp only allows you to make 5 mistakes before before you're forced to either quit your lesson or refill your hearts with in game currency, or you can buy that premium version for unlimited hearts. hearts do refill themselves, but take i believe about 5 hours per heart so good luck having a long learning session. if you dont mind spending the money it's great, otherwise dont waste your time and use another pp."
duolingo,1,2,"i love this pp and the this of providing free languages to the masses. however, i hate the streaks and the leaderboard, i don't want to compete with others. i want to learn at my own pace. i don understand why i can't turn these two ""features"" off. they're anxiety inducing and made me quit this pp."
duolingo,1,1,"weekend amulet don't work. i equip them and then my streak freeze always is used anyway? this needs to be fixed since it would be completely unfair to wipe streaks over a pitch. if i have to check it every day to make sure the amulet is working, what's the point in having one? fix this!!"
duolingo,1,12,"i love this pp, though was hacked pretty badly after making exceptional progress and can't get my money back for the plus account and haven't received a response after reporting it three times. they need a way to log out of all locations and two-factor authentication to fix these types of issues. i had to disabled my account after two years of progress, start over after a 69-day streak, and lost everything. someone is still using my plus account for free while i start completely over w/as. :("
duolingo,1,14,update... did really love the pp. but the health system is counter productive to my learning pace and the premium subscription i tried for a week and had no problem earning gems. the health system just feels like a way to railroad people into the paid version... the leaderboard doesn't separate free pp users from premium so you cannot compete in the leaderboards at all as you are penalized with health. paid users are not. disappointed. loved the pp before. now i'm looking for an alternative
duolingo,1,165,"was great, but completely ruined by the last update. i actually recommend this to friends and upgrade to plus, but have downgraded and will probably install it. since the last update, it 'under' your progress on previous levels, even if you use it every day. it has literally undone a level immediately after i have done the progress on another one. i can't learn anything new because i am constantly having to go over old stuff. terrible!"
duolingo,1,0,"bad for learning to write japanese. an integral part of japanese learning, but with the lessons random asking for anti or hiragana without ever telling you which to use, you are then forced to use the word banks if you don't want to loose hearts, instead of being able to try and write to better learn. it soured my learning fast. shame because that aside the pp is good. but until that major problem is fixed, i'm keeping that review as is. hope this will reach domingo staff."
duolingo,1,25,"i used to really like this pp, but the most recent update is horrible. wish i could go back to the previous version. they took away the simple practice feature that let me keep trying everything i had learned from all lessons up to that point until i felt comfortable to move on. and only 5 lessons to move on? not near enough. bring back the old version or lose tons users..."
duolingo,1,4,"please remove the hearts feature, it's just annoying and makes me want to quit. if there was another free pp without this feature i would have already installed duolinguo. sometimes i unintentionally press confirm and i lose all of my hearts and then i can't complete the lessons. or maybe due to a bug the pp doesn't register all the words that i select and there goes another heart. so frustration"
duolingo,1,0,i have a serious complaint about this pp. in the welsh lessons they only offer the northern dialect. as a hunt (southerner) i find that very offensive. you need to offer both southern and northern dialect.
duolingo,1,621,"the latest update made the office feature totally useless. you still have to connect to the internet to load the lesson. what's the point of the premium then? it's getting more and more useless every new update. often doesn't lynch properly. the tolerable to type doesn't make sense and doesn't depend on how close they are in the keyboard. before adding new features, please fix the office feature first. i am running out of patience as it's been almost a month."
duolingo,1,2,"this isn't compatible with board, which is the keyboard on my smartphone. the pp became unable, and i had to install. so i did install it. i can tell that if only this were compatible with my keyboard, this would be an awesome pp. i am so console that i installed this."
duolingo,1,10,"i am changing my rating again on this pp again. it used to crash a lot, that has been fixed. now i have an pp telling me i don't know how to read and write languages that i grew up with. if the people that designed this pp are so smart, i dare them to try and live one day on the streets of la speaking the spanish they say is spanish. zero."
duolingo,1,10,"so, i originally thought this was a great pp, and i even had rate it stars, but until i was at streak 19, about to make it 20, but on my first question, (a two choice question) so i made a note that the other one was definitely the answer. so when i finally gotten to that question, i clicked the ""right"" answer, and i had 3 lives left. so i clicked the other one. wrong one, keep in mind that there was only two option. so i was confused, then i am at 2 les, 1, 0. domingo forcing to buy live."
duolingo,1,62,"i have been charged as a premium member, something i didn't sign up for. when trying to reach domingo to fix the situation i have had no luck. i could find no way to get in touch with them. after multiple tries, i did reach goose, as the charge went through a goose account. they were unable to help me either even though i reached out prior to the finalization of the bank transaction. i am very unhappy. this is completely unacceptable and the worst customer service i've encountered."
duolingo,1,22,"loved using domingo on the phone. stories were so fun and a great way to practice what i'm learning, i got pretty far and did a lot of them. but twitching to andros i've noticed a huge decline in quality on the pp. definitely not as many features i enjoyed using daily, and it runs no where near as smooth. i hope to see an improvement in quality soon because i truly enjoy using domingo, i use it daily and have recommended it highly in the past but not so much now.."
duolingo,1,7,"the old version was better. it forces me to learn things i dont want to. earlier i could choose what i wanted to learn at my own pace. for what i'm trying to learn, i dont want to learn symbols or letters, i dont want to read, but it forces me to learn it anyway. i'm not happy, and its not fun anymore. the hearts only throw salt on the wound. also, my account is lost. i had clot of progress, but it says my account doesn't exist. i want to go back to learning phrases, not the alphabet."
duolingo,1,45,"i've used this pp for over a year and a half. the recent update has changed several things i'm unhappy about, and i'm about ready to delete it. many people are visual earners. why take this away when going back to prior lessons to get a refreshed on words? also, the lack of help is awful in the pp. no explanations, just hints on how languages work. i also tried domingo plus and it's not worth the money. the new hearts addition is basically negative reinforcement. i no longer like this pp."
duolingo,1,61,"as are suppose to keep it free. now it's heart related. use a heart to learn a section. mess up too often and you cannot learn anymore (and it is still ad supported). however, if you pay for premium you can have unlimited hearts. took away lights of which i had 1300+. my kiss use this in school for learning french, now they will not be able too. losing hearts for making mistakes while learning defeats the purpose of this pp. this update renders the pp painless."
