the hearts i use in learning my language never gets refilled and this has been happening for months even after i updated the app.,1
"the application does not work in portrait mode, and feedback is stuck in a loop via captcha to report it.",1
not useful when using a fixed keyboard,1
the new update is upsetting because the older version is cheaper and doesn't limit you with hearts.,1
"tech support is unresponsive, questions and comments get locked.",1
study material is not provided.,1
the material is very repetitive.,1
even though i finished first place in a league it didn't move me to the next league or give me any credit for my lessons i tried to report the issue but it denied it 4 time when trying to submit it so i gave up i refuse to pay for an app that i can't submit a problem to the company,1
poor app support.,1
the plus 'offline' feature does not work and i cannot get a refund for the 6 month subscription i paid Â£48 to use.,1
constantly asks about duolingo plus and referring a friend for a free week.,1
"however, upon referring a friend, no free week is given and the hounding over trying plus is more annoying than the ads.",1
"the actual app is very helpful, but once u get too many questions wrong u run out of hearts, so have to wait hours to go back on the app.",1
"shows i have a notification, but when i open the app amd look for a notification, there's nothing there.",1
and there's no way to get rid of the notification indication... annoying.,1
2. the same happened again. i was fifth of ten to get into the diamond league.. and i didn't get it again.. i wonder why they make the competition if they don't let you win!!!,1
"1. i am really mad, because i was eighth for the diamond league, and just when the countdown finished, it said that something went wrong and i did not get the level!!!",1
"don't let people compete i'd you are not going to give them the points, or the next level..",1
people abuse the practice lessons to gain xp to remain at the top of leaderboards which makes it unfair to the people who have updated apps and learn the legitimate way.,1
i would rate 5 stars if i didint have to deal with answering right several times and no matter what i enter it says im wrong!,1
or there wont be sound for the listening exorcises.,1
you took away my 311 day streak--even though i was equipped with a streak freeze!--just to try to force me to pay for streak repair!!,1
buggy interface on my android device makes replaying sounds frustrating because the app thinks you are selecting an answer.,1
"also the mic is unable to differentiate even simple ambient noise, making the spoken exercises impossible in anything other than a silent padded room.",1
poor app design.,1
"i finished all 12 units of japanese for school, just to get told that i haven't done the writing lessons, which aren't even available on the app!",1
"also, the speech recognition needs work.",1
"i've had several instances where i said the correct answer perfectly, and all the words lit up as correct, but then it gives me a red ""x"" and i have to say it again.",1
"i'm making no progress whatsoever, i'd recommend learning arabic a different way.",1
the microphone performance is extremely lousy.,1
"nor can you select or even see what input device is being used, if for example a bluetooth device is connected.",1
"thank you rosetta stone, for being the most expensive language learning app you have failed to deliver on the most critical feature.",1
it tries to offer the same functionality like the desktop but fails.,1
"the problems that i encountered are: 1.the pictures are too small, 2.is lacking functionality of the desktop version, 3.switching between japanese alphabets is a pain, 4.the app sometimes forgets the credentials, 5.it requires constant internet connection even if you choose to download the lesson.",1
"speech recognition sometimes works... for a product asking for so much money, i would expect more.",1
very sluggish pace.,1
"-animations take too much time, to the point where it's 30 seconds animation for 1 click.",1
the idea of the app is amazing but it's very hard without any english words to learn chinese!,1
sometimes i can't understand what those characters mean and it's very hard to use by the sound pinyan to translate them into english in google translator.,1
"not good for kids,it is very hard to recognize kids voice.",1
"i am try using this app with my 6 years son learn english,stuck at ""a girl is drinking"",i am try lot of times,include loud and whisper,adjust option to male or femaleï¼Œadjust sensitivity.all not work.still not recognize.",1
too expensive.,1
"but, you have to buy the app.",1
and it's not cheap.,1
imo it should be included in the (not cheap) price of the cd program.,1
way too expensive and not a great way to learn.,1
if you want to learn a language this app is good to instal but when you are learning the language it asks you to say a certain phrase but it always says that the audio is too loud.,1
app requires microphone lessons.,1
the software shouldn't only be pictures.,1
it should be a combination of their current software with spoken definitions.,1
"great language learing options but waaay to much money, honestly i prefer duolingo purely because it's free and you can complete all courses without paying, with rosetta, you can do two or three lessons and then you have to pay Â£100 a year.",1
it's not picking up my voice.,1
"i have emailed, tweeted but i don't get a response.",1
"not great for learning, audio technology is not great.",1
"cancelled my subscription on google play, but then got charged again through their website, with no way to contact them to get my $80 back.",1
the android app does not have translations.,1
i was saying the words exactly the same and each time it recorded something different.,1
i wasn't able to login in to my account on the mobile app.,1
after i forgot somthing it wouldn't lrt me do it again even though i used the reset button.,1
just pictures and the program saying words.,1
i bet its amazing but i can't afford it because i don't have the money for it (it's $94.99 a month),1
how do you close the app?,1
"mostly fit for people looking to learn the basics of a language quickly, maybe for a trip.",2
