rosettastone,"you think you don't understand a word, but in a couple of minutes, you're using it in sentences as if you've always known it.",2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,obtainable,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,total immersion is awesome this is an excellent way to learn a language keep up the good work!,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,interactive.,2
rosettastone,constantly progressing but lots of opportunities to review what has already been learned,2
rosettastone,easy to navigable,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use with a smart phone and very convenient for when i have a few moments to spain or an hour.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,definitely money well spent .,2
rosettastone,"its fun asked so learning comes easy , has utilities to help with pronunciation also .",2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,"i love it because it reaches you a language the same way you learned your first language, by showing not translating",2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,gets you to understand without translating e very word in your head.,2
rosettastone,"very engaging way of learning, from grammar to pronunciation!",2
rosettastone,easy to navigable,2
rosettastone,very good and it clearly breaks down the pronunciation which helps greatly .,2
rosettastone,loving the immersion approach and the emphasis on pronunciation.,2
rosettastone,"love the no english approach, and the vocal seems more relevant to adult conversation then the endless stream of too animals used in domingo.",2
rosettastone,easy to navigable,2
rosettastone,really makes learning a new language fun!,2
rosettastone,love how it breaks things down for you to help you learn better with languages but i hate how you have to buy it and it isn free,2
rosettastone,"i mean, such detail when it comes to teaching pronunciation of arabic!",2
rosettastone,the picture method is so amazingly helpful compared to the years of wrote memorization.,2
rosettastone,fun way to learn a new language.,2
rosettastone,other than the fact that it's an amazing language teacher its gun is very user-friendly.,2
rosettastone,good variety that keeps learning fun and plenty of reinforcement for good memory,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,it seems like playing a game instead.,2
rosettastone,"great program, repeats everything so you learn by repetition.",2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,good amount of repetition.,2
rosettastone,easy to use.,2
rosettastone,fun and easy to use.,2
rosettastone,easy to use.,2
rosettastone,good for getting started!,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,definitely worth the upgrade from the desktop version,2
rosettastone,immersion is the best learning this is the next best thing....,2
rosettastone,its excellent at teaching words with audit and visual representation,2
rosettastone,the photo make it a lot more easier and more enjoyable to learn,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,unbelievably easy... it is a challenge and joy at the same time (so far).,2
rosettastone,love the fact they have the recording to make sure i am pronouncing each word correctly,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,i love the speech recognition!,2
rosettastone,it helps with pictures instead of words to learn and it is great i learnt at least 2 languages in two weeks it is great.,2
rosettastone,easy to navigable,2
rosettastone,super fun and a practical way to learn on the go or even while popping,2
rosettastone,easy to navigable,2
rosettastone,it has an amazing voice recognition software,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,fun and easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun and easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,no as on the free version!!,2
rosettastone,learning the basis really fast this a good pp.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,"others have you translate, this has you learning.",2
rosettastone,this pp is great for kiss to learn languages and it is of great help.,2
rosettastone,interactive.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,great pronunciation and integrated learning.,2
rosettastone,"so far so good, useful in that reaches in multiple medium edit: a few months later, this pp is now a gift and a joy in my life.",2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to navigable,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,super interactive i love it.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,this is an awesome learning experience ..i really enjoy learning with roseola stones interactive teaching it is so much fun..,2
rosettastone,i can wait to finish the core programs to be able to play the games.,2
rosettastone,love to learn at my own pace.,2
rosettastone,obtainable,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,i just started with my lessons and i am really enjoying the pace and how i am learning.,2
rosettastone,very effective way to learn pronunciation,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,"wonderful, educational-no as or incentive to buy other products",2
rosettastone,great pp to practice the pronunciation,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use and makes learning fun.,2
rosettastone,interactive and easy to use,2
rosettastone,interactive and fun,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,very user friendly and educational,2
rosettastone,great break down to learning a new language,2
rosettastone,great pp for pronounciating and proper average,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,i like the interaction.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,"i like the fact that you have different lessons such as grammar, listening, reading, etc and that there is a lot of repetition.",2
rosettastone,it feels like a game but you're learning,2
rosettastone,great intuition easy to follow,2
rosettastone,so far so good...love the pronunciation practice,2
rosettastone,"easily to follow, i can go at my own pace.",2
rosettastone,i never knew learning a language would be so fun and exciting.. challenging yet worth it all.,2
rosettastone,great pp for practicing on the go,2
rosettastone,really intuition to use,2
rosettastone,you get a chance to retro your lessons for a perfect score & you go at your own pace,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,trains my pronunciation better than any other pp i could find,2
rosettastone,you actually have to speak and don't get marked off for spelling!,2
rosettastone,with this pp you start learning grammar and vocabulary from lesson 1.,2
rosettastone,"easy to use, learning at my pace",2
rosettastone,easy to use.,2
rosettastone,fun and easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,very easy with pick and annouciation help.,2
rosettastone,visiting roseola stone :-) enjoying being able to do my lessons on my smartphone.,2
rosettastone,i love how this program immersed you into the language!,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,great way to learn a language on the go,2
rosettastone,great visual way to learn.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,good lessons and interactions,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
rosettastone,interactive and fun,2
rosettastone,the way you learn when you're a baby learning your first language.,2
rosettastone,satisfaction and language retention guaranteed.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,fun.,2
rosettastone,easy to use.,2
rosettastone,easy to use.,2
