app,ratings,helpful-vote,sentence
duolingo,5,2,"i'd like to point out a few suggestions i personally would like to experience in the future inside your pp: one is to be able to search for a word's meaning (you remember a word in german for example, but you're not sure about its meaning..), and second thing is to be able to see all the words you have learned so far, with its translation beside (all=all..) other than that, appreciate your work, useful pp!"
duolingo,5,2,thank you!
duolingo,5,8,in all honesty the adds get annoying.
duolingo,5,8,"but for a free pp, that genuinely reaches you the language and how to spell and pronounce things correctly."
duolingo,5,8,it is great.
duolingo,5,8,there really are no shortcuts and you have to stick with it.
duolingo,5,8,if you want to learn a language you can.
duolingo,5,8,this pp is great and makes it easy to get into your routine.
duolingo,5,8,just beware of the owl if you leave your modifications on.
duolingo,5,8,he will remind you.
duolingo,5,8,quick update: i wish it told you how many minutes and hours total you have been practicing.
duolingo,5,1,best and most information language learning pp.
duolingo,5,1,i have been using it for a couple years to learn swahili.
duolingo,5,1,it has been improved over the years to be more user friendly and accurate to the languages they offer.
duolingo,5,1,i never get bored of it!
duolingo,5,1,"the interface is fun and game-like, and you actually will be amazed at how much of your chosen language you begin to retain and grow client in!"
duolingo,5,1,i would recommend dealing to anyone wishing to learn a language.
duolingo,5,1,i am having fun regarding on learning a different language.
duolingo,5,1,it really uplifts the mood and makes a very efficient time killer.
duolingo,5,1,"5/5 even with the as, it's not a bother and some have like a benefit on the long run like extra gems."
duolingo,5,1,i won't say that a premium version is obsolete but rather i would like my language tutor to be as free as possible given the fact that different language materials and tutorials are scarce on the internet these day and age.
duolingo,5,1,wonderful pp thank you des!
duolingo,5,7,this hands down!
duolingo,5,7,the best pp i've ever download!
duolingo,5,7,"i'm learning several languages, and domingo makes it easy and fun!"
duolingo,5,7,"you get weekly updated on your progress, there's a store where you can buy stuff with the gems you earn...all this with the free version!"
duolingo,5,7,"i'm seriously considering upbraiding to the pay version because, if the free version is so great, i bet the upgrade is even better!"
duolingo,5,7,"as are not irritating and easy to close, too."
duolingo,5,7,highly recommend!!
duolingo,5,7,!
duolingo,5,1,i love this pp.
duolingo,5,1,i have been using the free version for 2 weeks and have learnt so much already.
duolingo,5,1,"it reaches you how to read, write and speak the language in a way that's fun and easy and encourages you to keep going."
duolingo,5,1,you can also clock stories which help with your reading and listening.
duolingo,5,1,couldn't recommend enough for someone who wants to learn a new language
duolingo,5,2,easy and engaging to use.
duolingo,5,2,i'm on day 7 and can already recognize arabic letters and the sounds they make!
duolingo,5,2,i'm old so it is exciting that my brain is learning so easily with domingo!
duolingo,5,2,"i like setting my own goals, and am very happy that there are plenty of practice sessions included with my plus version."
duolingo,5,2,i highly recommend this pp.
duolingo,5,0,i really like the pp as additional practice method.
duolingo,5,0,combined with a proper course and book for grammar it's a great tool to study whenever you got a few free minutes.
duolingo,5,0,"i would recommend to try it, if you want to learn a language, the i still suggest to use other sources, like books, native speakers and courses, as well."
duolingo,5,1,this is still a great language pp.
duolingo,5,1,although it doesn't explain certain rules out exceptions so if you're serious about learning another language it's best to have a book or some other more detailed information to hand.
duolingo,5,1,"however, i would recommend this to anyone wanting to either learn, or just find it about another language."
duolingo,5,1,i have been using the pp for a week and so far is good.
duolingo,5,1,learning is broke up in different categories and uses repetition and adding the old stuff into the new stuff to remember the words.
duolingo,5,1,i am learning spanish and german and slowly starting italian.
duolingo,5,1,"with many option, it's easy to learn a new language at your own pace."
duolingo,5,11,i think domingo is absolutely wonderful and helpful.
duolingo,5,11,i've been learning spanish for a few weeks now and the is so much content that i have covered.
duolingo,5,11,many of the reviews mention the 5 live system and i believe it's a great thing because there is also a 'practice' section which makes you revise what you have learnt in order to get lives.
duolingo,5,11,"although it's time consuming, it tests your knowledge and ensures that you are learning as much as possible."
duolingo,5,1,this pp is very fun and educational.
duolingo,5,1,it makes learning a new language easy and fun!
duolingo,5,1,"when i lose all my lives, i just want to keep going!"
duolingo,5,1,"and i also appreciate the pp being free, along with all the languages and lessons!"
duolingo,5,1,and there aren't many as either!
duolingo,5,1,i would give you 100 stars if i could.
duolingo,5,1,i really appreciate this pp.
duolingo,5,1,i learned a lot from this pp.
duolingo,5,1,gracious.
duolingo,5,1,this pp is the best to learn a certain language.
duolingo,5,1,i hope that you will have a vocabulary words so that we can review some of the words if we are not up to answering questions.
duolingo,5,1,the books of the pp is also very helpful.
duolingo,5,1,thank you so much for making this pp free and giving us opportunity to learn a language easily!!
duolingo,5,1,!❤❤
duolingo,5,0,"i use this application as a supplement to broader self-study tools, to reinforce grammar concepts and pronunciation."
duolingo,5,0,it works incredibly well to foster a deeper understanding and more natural learning curve of the language being studied.
duolingo,5,0,"incredible pp, and so grateful that it's all at no cost!"
duolingo,5,3,it is an amazing pp.
duolingo,5,3,"a little expensive for premium, but if you can ignore the adds it's awesome just using the free version."
duolingo,5,3,"i feel like you will definitely need more than just this pp to learn a language, but it definitely will get you on your way to an intermediate level."
duolingo,5,3,"it's fun, easy to use, and gets the into in your head, so i rate this 5 stars."
duolingo,5,3,it also has a small competitive aspect to it that i have really enjoyed.
duolingo,5,0,"well, it is not a bad application... i mean, it is too similar to a game but if you pay attention and follow the advice the pp itself gives (read each lesson out loud and write the new vocabulary you learn after practicing), then you will probably get the basic knowledge such as sounds and simple vocabulary."
duolingo,5,0,"so, it is recommended to beginners but you can't stop here."
duolingo,5,1,i love it.
duolingo,5,1,especially for a free pp there is lots of content so i don't feel the pressure to upgrade just yet.
duolingo,5,1,one thing i would like to change is how they teach grammar rules.
duolingo,5,1,"it seems like they only test you, but never give you a lesson beforehand."
duolingo,5,1,so you end up just blandly guessing until there has been enough repetition that you catch on to the rules.
duolingo,5,1,the best pp on my phone.
duolingo,5,1,"good difficulty curves, content and it is overall very cleverly written pp."
duolingo,5,1,i only wish they expand the section with stories and maybe at some level make the stories into audit-so you have to listen to a few paragraphs and answer questions based on what you heard.
duolingo,5,2,it is an extremely useful pp if you want to learn any language correctly and practically.
duolingo,5,2,it isn't just about the written part of the language but also pronunciation and phrase forming.
duolingo,5,2,the method of teaching is great and subtly repetition which helps memories very quickly.
duolingo,5,2,i absolutely recommend this pp for new earners of any language.
duolingo,5,1,"i love this pp, i only wish sometimes there was more guidance and explanation on specific things."
duolingo,5,1,"i usually end up having to look things up for myself, but that doesn't bring my rating down because without the pp i wouldn't be knowing what i had to look up in the first place edit: i forgot to mention that i love the webster more than the pp, if the pp was more like the webster that would be epic"
duolingo,5,4,i would highly recommend this as a method of learning a second language.
duolingo,5,4,"it is engaging, fun and effective."
duolingo,5,4,the repetition is very helpful for retaining new vocabulary and hearing the sentences is great for learning pronunciation.
duolingo,5,4,i have learnt more grammar in a very short period than i have with other language learning software.
duolingo,5,18,this has been a great way for me to brush up on my language skill.
duolingo,5,18,i love the extra components like the podcast and the stories that are interactive.
duolingo,5,18,it has become a daily ritual for me and i don't see myself falling out of practice any time soon.
duolingo,5,18,the only buggy thing for me are the pronunciation exercises.
duolingo,5,18,"i'm not sure if it's how i am holding my phone, if my mouth is too close to the microphone or what but it gets disheartening ""failing"" those activities with no help in how to correct."
duolingo,5,0,love domingo and my portuguese is getting so much better!
duolingo,5,0,don't know what happened though but after one of the recent updated i can't recorder the words in word bank mode anymore.
duolingo,5,0,also the tests to skin a level are sometimes too easy with most translations providing the word bank!
duolingo,5,0,"other than that, this pp is absolutely great!"
duolingo,5,0,(wish there was a portuguese from italian!
duolingo,5,0,the two languages are so similar and it would be much easier to learn being italian my first language!)
duolingo,5,0,"amazing pp, easy to use, huge variety of languages to learn, doesn't overwhelm you."
duolingo,5,0,i love that you can not only access it on your phone but also on a computer.
duolingo,5,0,"extremely simple to use, i love how it works with your pace."
duolingo,5,0,"i can't recommend this pp enough, nor can i express how much i love this pp."
duolingo,5,0,very nice pp.
duolingo,5,0,it's really adjective and if you are competitive person you have to be careful.
duolingo,5,0,there are a lot of things that might be useful if you are learning new language.
duolingo,5,0,"it is easy, funny and useful."
duolingo,5,0,highly recommended this pp when you are learning either at home or outside.
duolingo,5,0,this surely is the best free language learning pp available.
duolingo,5,0,it makes learning real easy and fun.
duolingo,5,0,it has as but at a minimal but you don't have to watch them so its not bothering you.
duolingo,5,0,plus it keeps you motivate and its just amazing.
duolingo,5,0,you can set the bar low but when you start you almost dont want to quit.
duolingo,5,0,so in my opinion its definitely worth a try!
duolingo,5,5,domingo is fun and interactive.
duolingo,5,5,i have been using this pp almost daily for over a year now and i am comfortably starting to converse with my spanish-speaking patients.
duolingo,5,5,i love how many different ways of learning it includes.
duolingo,5,5,it appeals to my hands-on learning style and the visual eye.
duolingo,5,5,"there is lots of positive feedback, encouragement, and rewards."
duolingo,5,5,domingo is helping me meet my language goals in a very positive atmosphere.
duolingo,5,0,loving this so far!
duolingo,5,0,"i'm 31, and hard of hearing failed french in school because i was unable to hear certain sounds / so reporting it back i was always wrong."
duolingo,5,0,"i find this so much different i put my earphones in and i'm able to fully hear the sounds, and therefore i've been able to repeat it back correctly."
duolingo,5,0,it's nice being able to learn something that i was told i would be unable to do.
duolingo,5,0,and now at the age of 31 i have friends who are french so i have even more of a reason to really try to learn
duolingo,5,0,organ lessons are getting much better.
duolingo,5,0,it would be great if the pp would do a better job when listening to me speak (sometimes i really mess it up and it can't tell) but otherwise awesome!
duolingo,5,0,"overall though, i'm generally really happy with it."
duolingo,5,0,comprehensive.
duolingo,5,0,"the little lightbulb icon next to the individual skill (on some interface, instead of a lightbulb it's ""tips"") provide lessons (grammar etc."
duolingo,5,0,"), giving it great structure."
duolingo,5,0,wide selection of languages.
duolingo,5,0,i use it every day and makes learning languages enjoyable.
duolingo,5,0,"can't believe it's free, i highly recommend!"
duolingo,5,0,(:
duolingo,5,0,"domingo is a great pp for learning, absolute 5 stars, its great, i love it, the lessons are very intriguing and i love, just love the cut little animation on the lessons, when i'm doing my japanese lessons, i always loved the lessons little pictures, but those little animation are perfect!"
duolingo,5,0,yes.
duolingo,5,0,"but one thing, i wish japanese lessons had stories, it would make everything so much more interesting!"
duolingo,5,1,i love the pp because it is friendly towards you and i have already after 15+ minutes learnt a fair bit about german!
duolingo,5,1,"i have always wanted to learn german and now that i am, it feels great!"
duolingo,5,1,"this pp isn't time consuming and you can get on and off of it at any time you feel comfortable, and depending on how often you use the pp, you could learn a whole new language in no time!"
duolingo,5,1,i highly recommend this pp to anyone who would like to learn a new language!
duolingo,5,1,:)
duolingo,5,0,"was expecting something that gave u the basis them u had to pay to go on, so happy this isn't the case!"
duolingo,5,0,"it's really good and allows a varied method of teaching , i love the competition with up and story mode."
duolingo,5,0,so helpful for learning a language.
duolingo,5,0,it unlocked new material as u go on so i don't feel overwhelmed with words but a fast enough teaching pace to develop with.
duolingo,5,0,best pp for this i've found.
duolingo,5,0,i am really enjoying the ratified experience domingo brings to learning a new language.
duolingo,5,0,i appreciate that it has the listening and speaking parts so strongly integrated into the lessons.
duolingo,5,0,i'm impressed that it can hear me speaking even in noisy situations.
duolingo,5,0,a very enjoyable pp.
duolingo,5,0,"i started using domingo just over 30 days ago and am quite impressed with the format and intuition nature of the program, as well as the additional materials such as podcast to enhance and enrich the learning."
duolingo,5,0,i am very happy with this pp thus far.
duolingo,5,0,very good pp except for some reason computer experience seems more thorough.
duolingo,5,0,get stories for japanese!
duolingo,5,0,"sometimes you want a bit more emphasis on the lists of words you've already learnt, and it would be nice to understand the different numbers next to surnames on the forum."
duolingo,5,3,this pp is great for learning a language their are such a small amount of as it never others you and besides you choose when you watch video as for doubling stuff like gems or hearts.
duolingo,5,3,some people hate the hearts in this game you get 5 every 25 hours and each time you mess up in a lesson it takes away a heart.
duolingo,5,3,when you run out of hearts you fail that level of the lesson and have to red it which i am perfectly fine with as you can do practice lessons for more hearts.
duolingo,5,3,helping you too learn!
duolingo,5,3,!
duolingo,5,0,"a wonderful learning platform.......step by step lessons.....enough of practice to make you remember everything that you have learnt.....it reaches you reading, writing, speaking, listening, all of them.....and the best is all of this is completely free......must use pp"
duolingo,5,0,"domingo is simplistic in approach, but that simplicity by no means a detriment."
duolingo,5,0,its design makes learning a fun and easy experience with achievement milestones to track your progress and a subtle aspect of competition by way of leaderboards that display others' progress and banking.
duolingo,5,0,"domingo makes you want to learn more, to progress, to better your understanding of whatever languages you choose to learn in a brilliant fashion."
duolingo,5,0,buds to the creator!
duolingo,5,0,i never expected that learning a new language could be this fun!
duolingo,5,0,"i don't use it often, mostly before sleeping, but it's fun to learn the new language to prepare myself for trips or when i encounter a random spanish person (guess what language i'm trying to learn)."
duolingo,5,0,"i also see some reviews complaining about the ""new"" hearts system."
duolingo,5,0,"bull i say, it has always been there!"
duolingo,5,19,brilliant pp.
duolingo,5,19,free and easy to use.
duolingo,5,19,does have as but they are very short.
duolingo,5,19,"great content and easy to learn, tests your skill on speaking, listening and writing the language."
duolingo,5,19,i'm learning french at the moment but there is loads of languages you can learn and learn several at once.
duolingo,5,19,you earn up when learning which takes you up the leaderboard against other people.
duolingo,5,19,i highly recommend this pp as i've learned so much already!
duolingo,5,2,"i've compared other apes to this one and i'd love to say, bravo!"
duolingo,5,2,i have not learned much but i get words in my head quickly unlike the others.
duolingo,5,2,it doesn't usually crash and it's got good speed!
duolingo,5,2,and i like it that you can study like 5 languages at the same time not like the other apes.
duolingo,5,2,спасибо!
duolingo,5,5,i think this pp is very helpful.
duolingo,5,5,"i studied makarin in college for 4 years, and this gave me an aptitude test to clock lessons starting with my level of proficient so i did not have to start from the beginning (i still did for review's sake, but it was nice that i did not have to)."
duolingo,5,5,"this helps me keep my makarin decent, and it reaches me some phrases they did not teach in school."
duolingo,5,5,i also appreciate that it helps me with my reading quite a bit.
duolingo,5,14,"fun and information application for solo learning, complete with vocabulary, grammar, audit clips, conversations, stories, and statistics for friendly competition between other students."
duolingo,5,14,better than public school!
duolingo,5,14,best part is that this is free and the as are not intrusion.
duolingo,5,14,thank you for making language studies accessible and free across the globe!
duolingo,5,17,lately i am once again falling in love with domingo.
duolingo,5,17,i love this last update!
duolingo,5,17,"the fact that the keyboard switch automatically is a really good way of saving time, especially when you have more than 10 keyboard to chose from."
duolingo,5,17,finally they changed the number of lessons too!
duolingo,5,17,it was a bit annoying having to do 20 lessons to complete one level.
duolingo,5,17,"and i love the podcasts, learning french has become more easier for me, that i was struggling a bit with the similarity to spanish."
duolingo,5,17,absolutely advised!
duolingo,5,2,lui it.. such a wonderful pp❤️.... which helps me to understand the concepts very easily.... and it also sends me reminder modifications which reminds me most of the time..!!
duolingo,5,2,tax to domingo i suggest that many pp can use this pp and learn many languages!
duolingo,5,2,domingo also provides us the interest of learning a new language.
duolingo,5,2,do the best learning pp for languages..!
duolingo,5,0,great pp to learn almost any language you would think of.
duolingo,5,0,it's completely for free which is amazing.
duolingo,5,0,you will just see few adds which is completely understandable (or you can pay to not see them).
duolingo,5,0,"i love the learning system, lessons, everything."
duolingo,5,0,also the domingo forum is amazing help.
duolingo,5,0,thank you so much!
duolingo,5,0,simple to use pp.
duolingo,5,0,the ease of use makes it fun for me to learn a new language.
duolingo,5,0,the leaderboards make it competitive so i am always logging in to see if i'm still top three.
duolingo,5,0,"there are as, but they are short and easy to exit out of once one pips up."
duolingo,5,0,i would recommend this pp to anyone who wants to earn a new language.
duolingo,5,0,"i really love this pp soon much, aside from the fact that learning is free i can learn many different languages in this pp."
duolingo,5,0,ever since i found it in the internet on ways to make your time more worth it using my phone.
duolingo,5,0,it makes my learning easy than any other up.
duolingo,5,0,"it reaches how to write, pronounce, how to contract a word and many more 💓 i highly recommend it to all the people i know through out these past 5 years 😁 thank you so much domingo team!!"
duolingo,5,0,💯💓
duolingo,5,411,amazing pp that is so easy to utilize.
duolingo,5,411,there are so many many different style of puzzled to truly help the learner understand the structure of the language.
duolingo,5,411,amazing!
duolingo,5,411,update (01/07/2020).
duolingo,5,411,i still give this pp 5 stars.
duolingo,5,411,"having stayed diligent in learning spanish with domingo, i have truly picked up the basis of the language, making me able to write basic sentences with ease."
duolingo,5,411,"honestly, i can't believe it's free, this is high quality stuff!"
duolingo,5,25,this pp has been wonderful so far.
duolingo,5,25,they do such a good job not overwhelming you with too much material at once.
duolingo,5,25,the lessons are short(2-3 minutes) but you can complete several in a row if you desire.
duolingo,5,25,"even in free mode, there is exactly 1 ad at the end of each lesson, and you don't have to wait 5, 15, or 30 seconds to close it, you can x right away."
duolingo,5,25,"that shows class (ll), integrity, and a education to learning from the developer."
duolingo,5,25,"i was offered a week trial of domingo plus, will def porch."
duolingo,5,3,love using this pp.
duolingo,5,3,i've been able to practice pronunciation of swedish which turns out to be my favourite language right now.
duolingo,5,3,i love that you can learn a number of languages at the same time and you get these non intrusion reminders which are helpful.
duolingo,5,3,i recommend this pp to anyone who wants to get into new languages.
duolingo,5,0,love the independence this pp gives me in actually learning another language.
duolingo,5,0,"it's strength are definitely in reading and listening to the language since there's only so much chatting you can do with ai, but that's something!"
duolingo,5,0,i am finding myself per up to and decipher words and sentences of spanish speakers when i am out and about in a regular basis.
duolingo,5,0,very rewarding.
duolingo,5,0,and the learning is relatively painless since it is set up as a game.
duolingo,5,0,"i would say i have been using this pp for more than 5 years(if i'm not mistaken), so i enjoy this opportunity, firstly, you learn while having fun, secondly, it is free and quantitative, thirdly, i love it's log(that lovely owl) i feel like it is my pet and reminding me to improve myself, love you do😍😍😙😙"
duolingo,5,0,"this is a great pp for learning languages that are maybe from your culture, school, or multiple more other things."
duolingo,5,0,i was on this pp of only 3 days and know way more than what i originally did.
duolingo,5,0,"i love how it prounouces it, and gives you tips."
duolingo,5,0,"so, if your wanting to experience or learn a language domingo is perfect for you!"
duolingo,5,0,this pp is so easy and fun.
duolingo,5,0,"it sounds like i'm advertising, but i'm actually british and historically, we're lazy to learn new language scared of trying - my main issue."
duolingo,5,0,"however, domingo has made this process painless and accessible."
duolingo,5,0,i recommend to all that need or want to learn another language.
duolingo,5,0,go for it!
duolingo,5,6,"i never thought i'd be able to stick to language learning, but this pp is definitely next level when it comes to dopamine hits and fun game-like incentive to continue and beat those you're in competition with."
duolingo,5,6,"it truly feels like a fun video game, and in the meantime, you see clear and consistent language learning progress."
duolingo,5,6,"once i get competent in polish, i'm going to start another language, and then maybe another after that!"
duolingo,5,1,domingo has been a great tool for me to learn spanish at my own speed.
duolingo,5,1,"there are many times i am not able their stay with my several days streak however, i always have the option of going back and starting with the into or phrases again if i feel i need to."
duolingo,5,1,i like it because i can learn at my own pace and not feel pressure.
duolingo,5,2,give only been using the pp for a few days but i have already retained a lot of the material faster than i would have thought.
duolingo,5,2,i was always so timid to start learning a new language even though french is always one give wanted to pick up.
duolingo,5,2,this pp has definitely broken those barriers for me and made it enjoyable at the same time!
duolingo,5,0,i'm really enjoying learning spanish with this pp.
duolingo,5,0,the only thing i'd say is it'd be nice to have a range of exercises (not just sentences) and if paring exercise was more related to the level you're at rather than genetic mix of words from all levels (usually the easier ones).
duolingo,5,0,thanks anyway for a great free pp
duolingo,5,1,thank you unlike the other people complaining.
duolingo,5,1,i anna say thank you for creating an pp that helps you learn another language and makes it fun.
duolingo,5,1,"it has prove to work.,very very effective."
duolingo,5,1,"my french and japanese has increased so much but if you can please increase on the explanations (especially for japanese), that would be mighty fine."
duolingo,5,1,thank you again
duolingo,5,11,i really am enjoying the pp.
duolingo,5,11,"it is helping me to learn new languages, with out making it boring or difficult."
duolingo,5,11,"in only a week, i now know multiple words and phrase in another language, where as if i were to have taken a class, it would have taken almost a month to learn what i know now."
duolingo,5,11,"the light competitiveness, mixed with achievements, helps to keep me motivate to keep going."
duolingo,5,11,"it works with how you want to learn, with multiple difficulties and the time system."
duolingo,5,1,i really think this pp is great.
duolingo,5,1,"it works well and i like how its free, no random pop up as, and when you're out of hearts, you can practice to regain them."
duolingo,5,1,the idea is wonderful.
duolingo,5,1,"not only that, you can have friends on it, and your own profile."
duolingo,5,1,it's great for learning new languages.
duolingo,5,0,i've been using domingo (free not premium) to maintain my german & get exposed to other languages for years now.
duolingo,5,0,"mio it's one of the best language learning resources out there, free or otherwise!"
duolingo,5,0,i love that they've never compromised on offering their main products for free even after adding a premium version.
duolingo,5,0,they've ensued there's tons you can do for free & i've never felt like they've ragged me with as or limited what i can learn in order to get me to pay.
duolingo,5,0,can't say enough in 500 words ll
duolingo,5,140,i like the way it conditions you into a language and the way vocabulary is subtly introduced and repeated.
duolingo,5,140,it is very well-placed to accommodate different levels of earners.
duolingo,5,140,"the structure of the pp is well thought out, like it was as written by a linguistic/teacher."
duolingo,5,140,the constant do motivation and reminders work well to help with time management.
duolingo,5,140,"over all, it makes learning languages fun and gives you the opportunity to interact with other people as well, which adds a social dynamic."
duolingo,5,1,this pp is fantastic!
duolingo,5,1,"you learn to read, speak, and write the words!"
duolingo,5,1,"repetition, which really helps you remember!"
duolingo,5,1,"if you run low on health, you can practice to gain hearts!"
duolingo,5,1,this pp is amazing and i recommend it to anyone wanting to learn a new language(s)!
duolingo,5,1,two thumbs waaaaay way up!
duolingo,5,1,👍🏻👍🏻
duolingo,5,5,"i've been an andros user for a long time, and i've never left a review on an pp so far."
duolingo,5,5,but this pp truly deserves all the appraisal and a full 5 stars!
duolingo,5,5,never have i enjoyed learning as much as i do with domingo!
duolingo,5,5,"some people complain about the hearts system, but if you select to practice, you can both reap and earn hearts in a matter of minutes."
duolingo,5,5,i started my spanish lessons 2 hours ago and i'm blown away with how easy and fun it is.
duolingo,5,5,6/5!!!
duolingo,5,5,♥️😁
duolingo,5,10,this pp is truly amazing.
duolingo,5,10,you can learn a whole new language just by practicing everyday.
duolingo,5,10,"you can set reminders so you don't forget as well as lose your spot on the leaderboard, where you can compete with the amount of up you have with others."
duolingo,5,10,"the pp if free and there are minimal as, so dont worry about paying for anything."
duolingo,5,10,this pp is very helpful and i feel that i can become client in the language i am learning using this pp and this pp alone.
duolingo,5,0,"it is by far, the absolutely best language learning pp."
duolingo,5,0,"i've tried many others, i just never found the right fit."
duolingo,5,0,this pp really did meet my needs.
duolingo,5,0,"i wanted to learn german, but i didn't want to listen, nor speak."
duolingo,5,0,do never forced me to!
duolingo,5,0,"i needed it in a story structure, while learning the vocabulary and sentence structures, so i could progress onto harder stories."
duolingo,5,0,"this did exactly that, to my surprise."
duolingo,5,0,i hadn't found an pp that could do what i envisioned.
duolingo,5,0,violent dance!
duolingo,5,1,i absolutely love it!
duolingo,5,1,but i would like to make a suggestion: it would make it very simple for me at least if there was a dictionary of the language i'm learning in the pp.
duolingo,5,1,it would help with trying to remember words without having to be in lessons.
duolingo,5,1,"other than that, i absolutely love the pp."
duolingo,5,1,it has helped me so much!
duolingo,5,8,i love games/apes that challenge you and keep your brain sharp so this is a great pp to do that and a productive way to kill time!
duolingo,5,8,"my only suggestion is i would love to see balkan languages added (creation, serbian, and/or bosnia)."
duolingo,5,8,"other than that, very easy to use and a lot of fun!"
duolingo,5,8,you get as on the free version but they don't bother me much.
duolingo,5,0,phenomena!
duolingo,5,0,i've been using this pp for a year or two and its so educational and fun.
duolingo,5,0,the recently added stories are great!
duolingo,5,0,"its still super easy to use if you don't have domingo+ , though i got it free for a week and it was nice."
duolingo,5,6,this is so awesome that i don't mind the as.
