app,ratings,helpful-vote,sentence
duolingo,2,19,however the new heart system is a massive failure.
duolingo,2,19,how can you expect to learn a language and only make 5 mistakes?
duolingo,2,19,why not just put another ad in after every lesson if you really need more money.
duolingo,2,19,"5 star pp if it wasn't for the heart system, whoever thought of that wants firing"
duolingo,2,0,the pp is great but all of a sudden it shows i'm office and won't load content.
duolingo,2,0,my internet connection is good and everything else on my phone is sanctioning properly.
duolingo,2,1,"domingo is a great pp don't get me wrong but, i absolutely hate the heart system please i really need to learn japanese so can you just please remove the heart system you could keep the ad you could keep the how you use it please no more hearts."
duolingo,2,1,"just about the time you get on a roll, you run out of hearts and have to wait to get back to the lessons."
duolingo,2,1,"it's very frustration and obviously a play to make people pay a monthly fee for the ""free"" pp."
duolingo,2,0,i've been using this pp about a year.
duolingo,2,0,i used to get lessons where it would have you repeat sentences.
duolingo,2,0,i no longer get those.
duolingo,2,0,and every day three lessons i've already completed need to be restored.
duolingo,2,0,i have not been able to move past where i am because i always have to restore what i've already finished.
duolingo,2,0,it's annoying
duolingo,2,0,"not terrible, but they made some changes recently that really detracted from the user experience and despite two email providing feedback and seeking a response over the past 6 months, i've heard nothing back as to why."
duolingo,2,1,"before the update this would be 5 star -you shouldn't have stars, mistakes are part of learning -premium is dumb and expensive -i don't like the new gem thing either everything else is fine but because of these three things i don't like it anymore"
duolingo,2,0,"the sound doesn work,when i want to translate the lines and write it the speed is very very very low,the old previous version was really really better than this one,in not satisfied with this,unfortunately"
duolingo,2,0,it was a awesome pp at the beginning but the sound has stopped since i started italian.
duolingo,2,0,i tried every way to fix it but didn't answer.
duolingo,2,0,so i will never use this pp anymore.
duolingo,2,1,"as that i can't say ""no thank you"" come regularly and i have to install them to get any more lesson."
duolingo,2,1,frustration!
duolingo,2,1,otherwise the program is excellent!
duolingo,2,3,it's a good pp but it's rather throttle with the hearts system - it makes quite frustration to use the pp.
duolingo,2,3,they claim it's designed to help with learning but it is clearly designed to incentive you to pay
duolingo,2,0,"i liked this pp, at least at first."
duolingo,2,0,"the owl is cut, the lessons were fun, and i learned a lot of spanish."
duolingo,2,0,"but .. apparently when i first made my account, i had enabled some privacy settings that restricted my access to some cool features."
duolingo,2,0,"when i went in to change this, it twitched and wouldn't let me."
duolingo,2,0,"so now i can't do these cool things on do, and it's really frustration."
duolingo,2,0,"also it loads really slowly, and everything you can buy in the 'store' is worthless."
duolingo,2,0,i haven't loved this pp.
duolingo,2,1,the first rounds of lessons are good but as you get further into the lessons the answers are unclear.
duolingo,2,1,"for example in the first rounds you are taught that ""how are you"" translated to ""come vestas"" later on when asked to translate ""how are you"" it does not give these option and says it is ""come le va te used"" there is no explanation provided..."
duolingo,2,0,i am very disappointed in the pp for andros.
duolingo,2,0,the plus version has been stuck for two days.
duolingo,2,0,"on the tying translation test, it gets stuck."
duolingo,2,0,uses your data to download content for office without permission and there is no way to shut it off or undo it without buying the pp.
duolingo,2,0,"it will always store data office for the 7 day free trial, even if you reject the offer."
duolingo,2,0,"if you buy the pp, the option to turn off autodownload is under settings."
duolingo,2,0,this option to turn it off isn available on the free pp.
duolingo,2,0,"i really like the pp but it has many issues like this and customer service is almost nonexistent, which is why i will not pay for it."
duolingo,2,0,i really like the pp.
duolingo,2,0,"however, several of my achievements haven't updated, and their support team never followed up about it."
duolingo,2,0,that was a disappointing experience.
duolingo,2,0,come on!
duolingo,2,0,you cut off the option for regenerate hearts!
duolingo,2,0,now are 4 hearts!
duolingo,2,0,"i know the office option isn't free but please domingo, you guns where doing it right."
duolingo,2,0,"the audit play back simply doesn't work for me, no idea why but it's broken."
duolingo,2,0,used for a while but one section where you fill in the banks stitches.
duolingo,2,0,can't see the word bubbles at the bottom.
duolingo,2,0,so can't move forward.
duolingo,2,0,"good pp, really enjoying learning french but all my hearts keep disappearing for no reason and then i can't continue."
duolingo,2,0,i would pay for domingo plus if it weren't so expensive.
duolingo,2,0,i am using this pp for i think a year and i have learned quite many words.
duolingo,2,0,sons: they made skin skill after level 0 to paid.
duolingo,2,0,very inappropriate as.
duolingo,2,10,good pp it really could've been a 5 star if it wasn't for the awful heart system.
duolingo,2,10,it takes the fun away from learning and penalizing someone for making a mistake is not a good teaching method.
duolingo,2,10,i used to use it a lot but nowadays because i keep making mistakes i'm not able to learn it as much as i used to.
duolingo,2,10,the training is boring of so i decided to not just use the pp and wait and awfully long time to get 1 stupid god damn heart.
duolingo,2,10,please remove this awful feature.
duolingo,2,2,"the pp is definitely beneficial, and i learned the languages very easily."
duolingo,2,2,"my only problem i had was sometimes when you had to choose a word that matches another, i'd try to tap the word but it would disappear and i'd get the question wrong."
duolingo,2,2,"it's a great pp overall, but my rating won't change until the bug does."
duolingo,2,3,the heart system ruined it.
duolingo,2,3,"ever since they implements the heart system, this pp is pay to progress, despite it being heavily advertisement tormented to ""keep learning free""."
duolingo,2,3,"they have definitely gone back on that for a full, max profits model."
duolingo,2,3,learning a new language is about making mistakes and learning from them.
duolingo,2,3,since the heart system you are only allowed five mistakes per lesson or you have to pay the in pp currency to refill your hearts.
duolingo,2,3,i haven't progressed since this change.
duolingo,2,8,"i download the pp to start learning chinese, and maybe start another language as well."
duolingo,2,8,things were going fine until i decided to start hind.
duolingo,2,8,"it started off by prompting you select the towel sound you hear, the big problem being that it doesn't sound out the towel when select an option, and being new to hind i don't know the difference between ī and i, so i was left guessing."
duolingo,2,8,"i wouldn't be complaining if i'd made a genuine mistake, or i didn't have to wait forever for my hearts to refill."
duolingo,2,0,"i liked it, but when me and my mon created a profile, it took forever to load and it made us create a profile a second time!"
duolingo,2,2,i liked it better before because just because you get 5 answers wrong you have to wait!
duolingo,2,2,which isn't fair because what if you have to study for a test in another language?
duolingo,2,2,if you get a few answers wrong you may or may not fail that test.
duolingo,2,2,i guess it's an okay pp for like smart people but not for beginners like me so beginners get a different pp this isn't for you (or me).
duolingo,2,0,"it is good and was good, but the hearts feature, which i didn't have on my old account that i quit the day i switched, is horrible."
duolingo,2,0,"ok, been using it for a few days, trying to zip thou tests since i do have an intermediate knowledge of the language i choose (italian)."
duolingo,2,0,"pro: does meet the basis, it seems."
duolingo,2,0,"con: - won't scale/render in landscape mode - silly repeated phrases such as ""the men write in the sugar""!"
duolingo,2,0,senseless phrases.
duolingo,2,0,"eat sugar is used too, too many times, very silly and irritating - unable to use pp on andros 9 when font size and display size are set to near max, missing lines and phrases, unable to ch"
duolingo,2,5,i really love this pp but the recent update is awful.
duolingo,2,5,you now need to pay lights to test out of a level.
duolingo,2,5,that is really infuriating for people who want/can to progress fast.
duolingo,2,5,update (30-dec-2019): it is now the second time that i open my domingo on a monday morning to find that my streak freeze was used up even though i had a weekend amulet.
duolingo,2,5,this is clearly a new recent bug
duolingo,2,87,"while this pp does teach you languages, it is also forcing you to grind the same lessons over and over for too long, recently they have made it even longer - unless you pay for the subscription."
duolingo,2,87,this is especially bad for users already with a decent proficient in the language who are forced to repeat the same low level lessons with a limited number of ships.
duolingo,2,87,"this can be a language started but if you are wanting a better return on time spent, look elsewhere."
duolingo,2,87,"for free, it's okay."
duolingo,2,8,remove button that disabled listening exercises.
duolingo,2,8,"i keep accidentally tapping it while playing, forcing me to exit and mentally flick it back on in settings."
duolingo,2,8,"screen rotation/slipping does not work on my galaxy tax a. another thing that irritated me: the dumbly at the bottom right corner, which, lets you practice all skill simultaneously; the problem is that it gives me questions that i have not seen yet because once you get level 1 in a skill it unlocked the lower ones and those are these."
duolingo,2,18,i loved the pp!
duolingo,2,18,but the last update is really not pleasant!
duolingo,2,18,i can't take anymore a placement test when doing another course.
duolingo,2,18,"then you can't delete a course, i mean that if you took one course for english speaker, you cannot delete it if it's the only one, even having a lot more for french speaker, so you're king of getting lost with courses for different language speaker, i wanted to try but i don't like and i can't remove it."
duolingo,2,18,"also why did you stop to offer ""free test"" .... please do something"
duolingo,2,0,keeps disconcerting and saying there's no internet connection - in on hyperoptic internet with 1 meg bits per second...!
duolingo,2,6,"tried to learn hind.. and i noticed problems, such as different bowels sound exactly the same, there no distinction at all, and sense it's just a guess which one to choose, most like leading to making mistake."
duolingo,2,6,"also, i couldn't complete several tasks due to the pp not accepting the correct answer."
duolingo,2,6,"and the last, it doesn't have any grammar notes or explanation, so it's really like running in the fields with no direction"
duolingo,2,0,recent changes have badly damaged the experience - it's very hard to see what you need to review and revise in a comprehensive and efficient way.
duolingo,2,23,"game is different across users -- my husband download it (not the plus ver) and was enjoying it, so i wanted to try."
duolingo,2,23,"i download it as well, but mine is different!"
duolingo,2,23,"we both get as, but i also have hearts, which i lose with each mistake (or even a his-click)."
duolingo,2,23,"you don't get special benefits with hearts, you just can't play without them."
duolingo,2,23,"hearts take a long while to regenerate--this impedes learning pace, and i don't want to pay for plus when my husband has these features free."
duolingo,2,78,"i used domingo for over a year and loved it, as didn't bother me, but i really don't like the heart system with the new update."
duolingo,2,78,language learning is by making mistakes and it's not the same as a game.
duolingo,2,78,"i guess it's fair that domingo wants pp to pay, but it's annoying after year(s) of it."
duolingo,2,78,should have made some additional features as paying.
duolingo,2,1,there's a problem with singing information on the domingo pp on mobile devices and on the domingo on the computer.
duolingo,2,1,"i practiced on my computer, but it didn't reflect on my phone."
duolingo,2,1,i lost a 161 day streak because of that!
duolingo,2,1,i'm very upset about this.
duolingo,2,1,also why is there different lesson information on the domingo on pus?
duolingo,2,1,it's very confusing.
duolingo,2,6,"i used to love this pp and progressed rapidly, but then they started using the heart health and penalizing me for mistakes on new lessons."
duolingo,2,6,mistakes are a big part of learning (even do says so! )
duolingo,2,6,and i've been extremely frustrated with the hearts and having to quit a lesson towards the end because i ran out of hearts.
duolingo,2,6,please go back to lights and no hearts!!!!
duolingo,2,6,"i tried to use the online version, which doesn't have the hearts, but it's hard to use on a mobile devise."
duolingo,2,6,ply discontinue the hearts!
duolingo,2,6,!
duolingo,2,18,i use to have the premium version.
duolingo,2,18,but i stopped using it as much.
duolingo,2,18,going back to the free version is almost unable.
duolingo,2,18,it locks up.
duolingo,2,18,"i have a fixed 2. but it seems like the attempt to get data in real time and the requirements of the new i, make the pp freeze up continuously."
duolingo,2,18,i think the testes just download all the data(pro).
duolingo,2,18,and never deal with the pain.
duolingo,2,12,"i am trying russian and i found it very frustration that the initial section labelled ""alphabet"" actually did not teach the alphabet!"
duolingo,2,12,i'm wondering if there is an error in the pp and that section is mislabeled.
duolingo,2,12,i've had to teach myself the alphabet elsewhere.
duolingo,2,12,"also, some of the other languages have grammar lessons that you can read to help understand the language better but so far russian doesn't have that option."
duolingo,2,12,"otherwise the lessons are fun and interactive, although the vocabulary is a bit odd"
duolingo,2,21,great application would it be if you changed these two things in it.
duolingo,2,21,"there are a lot of mistakes in accents and intonations in languages (especially in russian language), that are not changed, however, they were marked as incorrect."
duolingo,2,21,"i like reading stories, though i find it really offensive to read the dialogue #6 (in taxi)."
duolingo,2,21,"please, either change the topic or let people read next stories without it, because i can not reach next chapter."
duolingo,2,21,looking forward to updated!
duolingo,2,21,thank you for attention!
duolingo,2,3,"ok so i've been using this pp for years and it's always been helpful but the update is such a downgrade, i live in an area where phone signal and wife are spot so i used to download the lessons and do them office, but now i apparently have to pay $12.99 monthly???"
duolingo,2,3,"also you can't see all the lessons in a group ( ex you used to click on ""basis"" and it would show you what you were donna learn in every lesson) and the progress quires used to be free so you could skin things you already knew.."
duolingo,2,18,i find the pp very clung.
duolingo,2,18,i've lost lives because i have selected words which haven't gone up to the sentence.
duolingo,2,18,it also doesn't teach words before testing us on them.
duolingo,2,18,i have just lost a life even though i got an answer right (checked with a welsh person).
duolingo,2,18,"all in all, i'm getting p*used off."
duolingo,2,18,i haven't learned anything new after living in wales for 6 years
duolingo,2,6,"it worked fine when learning welsh, but for german it kept saying my answer was wrong when it was identical to that of the correct answer."
duolingo,2,6,not only did it take away all of my hearts and force me to stop but when i went to purchase more hearts it took my gems and gave nothing back.
duolingo,2,6,the pp clearly has a lot of bags that needs fixing but the idea of the pp is still good.
duolingo,2,6,it is just currently unable for me.
duolingo,2,7,i was really loving this pp until the f@$*ing hearts system started on my andros phone.
duolingo,2,7,"now, you get punished for mistakes, even genuine types or background sounds that mess with your spoken attempts."
duolingo,2,7,i don't think treating the learning experience like a game of candy crush is very helpful.
duolingo,2,7,"i get anxious as i lose hearts, and tend to look up answers on goose which is making the process slower and much less fun."
duolingo,2,31,"it's a pretty good pp, but have a lot of mistakes in the answers and the users complaints/reports are not taken in any care."
duolingo,2,31,"it is very annoying lose ""life"" because of some wrong translation in the pp, but it's even more when you report it and nothing happens."
duolingo,2,31,the developer don't care to use the user's free help to improve their product.
duolingo,2,31,"it is a good pp for beginners, that's all"
duolingo,2,22,"after the latest update i am a regular user, and this update has demotivated me, we should be able to make mistakes, the hearts system is just not right."
duolingo,2,22,"also, my pp is showing gems instead of lights now, just because i use it on my pad too."
duolingo,2,22,i don't understand what's going on.
duolingo,2,22,"this pp used to be so great, how am i going to do multiple lessons in a day now?"
duolingo,2,1,today domingo seems to be broken.
duolingo,2,1,it is refusing to recognise the nodules i have done despite me being online :/
duolingo,2,99,"i was having a good time with this pp for a while, until one day it just random stopped working."
duolingo,2,99,i had an 18 day streak but suddenly the lessons would not load.
duolingo,2,99,"it would say ""an error occurred"" at the top."
duolingo,2,99,tried installing and uninstalling.
duolingo,2,99,now it will not even log me in.
duolingo,2,99,"frustration but it is whatever, i suppose."
duolingo,2,99,"also, i hate how a small little type can ruin the health bar."
duolingo,2,99,it is so annoying.
duolingo,2,21,"domingo was an amazing pp, would've given it 5 stars a couple months ago."
duolingo,2,21,but the latest updated do not promote language learning like they used too.
duolingo,2,21,it's like they took away everything that made this pp work.
duolingo,2,21,i used to actually retain information with this repetition practices and high daily goals.
duolingo,2,21,now goals mean nothing and lessons are short and not memorable.
duolingo,2,21,would even pay for those features in the future.
duolingo,2,21,right now i want to abandon it.
duolingo,2,25,i was enjoying this pp until they decided to change the way it works.
duolingo,2,25,you no longer can learn at your own pace because they've changed it to a life-based video game style system.
duolingo,2,25,i don't know anyone who learns new content in less than five tries.
duolingo,2,25,it disrupt the flow because you can no longer move forward and have to wait for these lives to regenerate.
duolingo,2,25,"either you want to teach and have content stick, or you want to be a game."
duolingo,2,3,the pp is great for learning at your own pace but since the hearts were added the pp isn't enjoyable anymore.
duolingo,2,3,you'll only be able to get things wrong 5 times before you're not able to learn anymore and you have to wait for hours to get more hearts to be able to play again.
duolingo,2,3,this is very frustration to me.
duolingo,2,3,especially if you are struggling with something.
duolingo,2,3,it doesn't help.
duolingo,2,3,please get rid of it.
duolingo,2,0,to be improved - pp and customer service.
duolingo,2,0,trying to learn russian again and the pp is struggling with the transliteration of russian to english and vis versa.
duolingo,2,0,i have remained repeatedly about advise on this as i am stuck at the lowest level on the pp.
duolingo,2,0,not 1 reply to my email.
duolingo,2,0,hence canceled the subscription and requesting a refund of the 6 months worth paid for in advance.
duolingo,2,10,"honestly, i really like domingo."
duolingo,2,10,i've been using it for french and japanese and it's pretty been great (though only when supplemented by other learning).
duolingo,2,10,"my biggest complaint is that they do tons of changes to the way their reward incentive work, and it differs by platform, and sometimes from week to week."
duolingo,2,10,it's kind frustration how inconsistent they are at times.
duolingo,2,10,i just want them to pick something and stick to it for more than a month.
duolingo,2,0,doesn't help when the answer you are trying to press is hidden under the continue button and the program goes into loop asking you the same question - which you can't answer!!
duolingo,2,0,!
duolingo,2,1,thank you for fixing the problem!
duolingo,2,1,so far i love this pp!
duolingo,2,1,in learning french and it's really easy!
duolingo,2,1,edit: ok i still love the pp but the whole 5 lives and having to get gems to pay them is stupid.
duolingo,2,1,i mean really?!
duolingo,2,1,i get a few answers wrong and boom all progress lost and have to wait.
duolingo,2,1,i'll bring my review when you fix this.
duolingo,2,1,😠
duolingo,2,0,a bit limited (especially in greek!
duolingo,2,0,"), but the spanish lessons are very good."
duolingo,2,0,wish the slow option was given on each question.
duolingo,2,0,also would really like the tip option for greek!!
duolingo,2,0,(11/2019 degraded):i really hate the update that disregard learning in place of making it easier to earn crowns(ratification)!
duolingo,2,0,you now complete 4 lessons to earn a crown.
duolingo,2,0,"i have a ton of crowns, but haven't learned much!"
duolingo,2,0,"i felt like i was achieving something before, but now i feel like this pp is only a game!"
duolingo,2,0,was a 5 star pp when it actually allowed you to practice.
duolingo,2,0,if you make a certain amount of mistakes it will not let you keep taking lessons.
duolingo,2,0,"forces you to pay for ""lives""/ pay for their subscription or to wait over 4 hours to get more attempts."
duolingo,2,0,not free and stops people from learning.
duolingo,2,17,"great little pp, feels like i'm actually learning and i've always struggled with motivation when learning a language but the pp helps."
duolingo,2,17,"couple of issues, would like a bit more explanation of rules of a language, i feel like i'm memorising terms rather than understanding them."
duolingo,2,17,"this is especially the case with masculine and feminine terms, as the pp has simplifies this to ""masculine words end in o, feminine words end in a"" and it's not even true."
duolingo,2,1,totally discouraged at checkpoint 1 lessons have been great.
duolingo,2,1,"pp a handy tool for completing lessons away from computer, where it's easier to do lessons and other language activities."
duolingo,2,1,got to checkpoint 1 and was tested on everything except what was covered in the previous lessons.
duolingo,2,1,whole paragraphs of text contained maybe 5 words that had been taught in preceding lessons.
duolingo,2,1,no way to skin checkpoint.
duolingo,2,1,how depressing to study hard and be tested on everything except what you've learned.
duolingo,2,1,nearly quit.
duolingo,2,10,it's a good way to learn a new language however the experience is completely ruined because of the as.
duolingo,2,10,sometimes the screen will freeze and then i will have to re open the pp.
duolingo,2,10,i also don't like the fact that when you answer wrong they don't explain how you got the answer wrong.
