app,ratings,helpful-vote,comment
duolingo,2,11,enjoyed the pp until they did an upgrade or reaped it. i had made it through all the levels. after the change i was essentially sent back to beginning and my progress was erased. i am not a beginner. i've spent a year trying to regain some advanced status again but pp keeps having me spend all my time on doing lessons that i've mixed out in. ridiculous. at this rate it will take 3-4 years to make any significant progress again. definitely thumbs down. it should encourage not discourage.
duolingo,2,14,"i enjoy learning japanese with this pp, the community is great, they give tips and tricks to understand the lessons easily, but i just have this issue in the leaderboard and achievements. i have already finished first in the leaderboard twice, in the ruby and emerald league, but i wasn't able to receive any rewards or even accomplished the 'winner' or even the 'champion' in the achievements tax. this is very frustration, i have lost my motivation to compete anymore please fix this."
duolingo,2,0,"have been using this pp for couple of months now. it seems very promising at first but with time once you get past the very basis it starts to get very long and challenging without any real system of teaching i find myself memorizing correct answers in stead of learning the language. this system i feel like is more focused on creating an impression of progress but lacking any practical teaching, testing of knowledge. this will work only as a complimentary pp to real courses."
duolingo,2,25,"the health system sucks a lot. it does not encourage attempting different ways to phrase sentences, and punishes me for trying to do more exercises a day. for all this talk about ""keeping education free"", it really pushes the premium/played account status. also the network is hideous beyond description and adds nothing but clatter to the experience. i lastly prefer the web version over this mess. i only keep this on my phone for doing last-minute exercises to save me streak."
duolingo,2,4,"the pp principally works, but it does not include the explanations the web pp offers (the tips section for each lesson explaining background). without that it's often hard to follow. also often there is an error when trying to access the forum for a given phrase. together with domingo often claiming an answer is right, even though there are spelling mistakes (and not pointing them out), this pretty much means you constantly need a second pp to verify the spelling is actually correct."
duolingo,2,3,"i would give 5 stars, but sadly i can't. quite a few bags i guess: like not accepting the right answer and having a whole bunch of points (450) wiped, so not only did i lose my hearts, i lost all my progress & hardware:( & my place in the leader boards. really disheartening. it's such a good system otherwise. please can you sort this?"
duolingo,2,0,domingo was a little rocky at first when learning japanese and i still dont agree with some of its training. however european languages ended up being perfect for the type of training structure they have and gave it a 3 out of 5. the real problem with the pp came when i convinced friends to download it and they were given a form of the pp that try's to force you to upgrade to premium with hearts. it ruined the experience and they installed it.
duolingo,2,0,"normally, i'd rate it 5 stars! however, they've apparently decided to remove the tips section of the german course, which i'm currently doing! well, that wrecked it for me! the tips were really useful! i've decided to stop using the pp for this reason!!"
duolingo,2,0,"you completely removed the motivation to reach your daily goal since you can now maintain your streak by completing a single lesson. also, this pp could really use some states like time spent learning or words learnt (they even sometimes tell you in random email). edit: also, it is 2020, get a dark mode :("
duolingo,2,0,doing japanese course in introduction and it is extremely frustration when using you/natasha no name wa madura hand desk. when using 'desk' in the sentence it is purely at random of and can get me to lose a hearts. it feels more like luck instead of learning. please fix as this feels like an intentional feature to buy premium membership which goes against your motor if free learning.
duolingo,2,1,"it seems like a good pp. alas, i was asked to ""create a profile"" before i could progress past the basic lessons. also, no way to turn off modifications(probably locked behind account creation). the heart system is trash. shame really."
duolingo,2,0,"i really did love this pp but there is a bug in it that means it keeps easing my progress so i can't clock and continue on to more difficult lessons, effectively making the pp useless. i hope they fix this soon cause otherwise i would've given it 5 stars."
duolingo,2,0,this is really good pp....but there are some faults that need to be checked immediately....in hind n english words watching section there are some words that are correctly matched but the answer will show wrong...eg for word hate correct answer is narrate carta run...but answer will show that it is wrong....hence we cannot move to next page until all answers are correct....so there is no other option but to leave the page....ply solve this issue...other words are cats n billion...
duolingo,2,1,"i dont know about other languages, but this pp is bad at teaching japanese. i am learning japanese and am a beginner (i dont know hiragana or any japanese words). domingo at times shows me a random word in english, and gives me 3 choice to choose from (written in hiragana). example: the word is ""pencil"", which i have never heard in japanese before, meaning i wont know how its spelled in hiragana either. the pp forces me to guess, and when i'm wrong, i lose a heart and can learn anymore."
duolingo,2,1,"what do you do when you pass levels but the pp doesn process your progress. its like frozen i keep going trough the lessons without mistakes and give done 5 lessons even progressed to the next level but the pp says give only done 2 out of 8 lessons ?? any solutions for that, rather than that been working perfectly so far, but what currently happening is rather annoying"
duolingo,2,0,"hearts didn't properly regenerate, answers had duplicates solutions that would cause you to lose hearts, closing an ad would lead to getting domingo plus every time, and there are better methods of teaching languages. domingo doesn't have a good structure for reviewing words."
duolingo,2,19,"used to be a wonderful pp to get people learning new languages without spending a fortune or having to go to classes in busy lifestyle. however the new heart system is a massive failure. how can you expect to learn a language and only make 5 mistakes? why not just put another ad in after every lesson if you really need more money. 5 star pp if it wasn't for the heart system, whoever thought of that wants firing"
duolingo,2,0,the pp is great but all of a sudden it shows i'm office and won't load content. my internet connection is good and everything else on my phone is sanctioning properly.
duolingo,2,1,"domingo is a great pp don't get me wrong but, i absolutely hate the heart system please i really need to learn japanese so can you just please remove the heart system you could keep the ad you could keep the how you use it please no more hearts."
duolingo,2,1,"just about the time you get on a roll, you run out of hearts and have to wait to get back to the lessons. it's very frustration and obviously a play to make people pay a monthly fee for the ""free"" pp."
duolingo,2,0,i've been using this pp about a year. i used to get lessons where it would have you repeat sentences. i no longer get those. and every day three lessons i've already completed need to be restored. i have not been able to move past where i am because i always have to restore what i've already finished. it's annoying
duolingo,2,0,"not terrible, but they made some changes recently that really detracted from the user experience and despite two email providing feedback and seeking a response over the past 6 months, i've heard nothing back as to why."
duolingo,2,1,"before the update this would be 5 star -you shouldn't have stars, mistakes are part of learning -premium is dumb and expensive -i don't like the new gem thing either everything else is fine but because of these three things i don't like it anymore"
duolingo,2,0,"the sound doesn work,when i want to translate the lines and write it the speed is very very very low,the old previous version was really really better than this one,in not satisfied with this,unfortunately"
duolingo,2,0,it was a awesome pp at the beginning but the sound has stopped since i started italian. i tried every way to fix it but didn't answer. so i will never use this pp anymore.
duolingo,2,1,"as that i can't say ""no thank you"" come regularly and i have to install them to get any more lesson. frustration! otherwise the program is excellent!"
duolingo,2,3,it's a good pp but it's rather throttle with the hearts system - it makes quite frustration to use the pp. they claim it's designed to help with learning but it is clearly designed to incentive you to pay
duolingo,2,0,"i liked this pp, at least at first. the owl is cut, the lessons were fun, and i learned a lot of spanish. but .. apparently when i first made my account, i had enabled some privacy settings that restricted my access to some cool features. when i went in to change this, it twitched and wouldn't let me. so now i can't do these cool things on do, and it's really frustration. also it loads really slowly, and everything you can buy in the 'store' is worthless. i haven't loved this pp."
duolingo,2,1,"the first rounds of lessons are good but as you get further into the lessons the answers are unclear. for example in the first rounds you are taught that ""how are you"" translated to ""come vestas"" later on when asked to translate ""how are you"" it does not give these option and says it is ""come le va te used"" there is no explanation provided..."
duolingo,2,0,"i am very disappointed in the pp for andros. the plus version has been stuck for two days. on the tying translation test, it gets stuck."
duolingo,2,0,"uses your data to download content for office without permission and there is no way to shut it off or undo it without buying the pp. it will always store data office for the 7 day free trial, even if you reject the offer. if you buy the pp, the option to turn off autodownload is under settings. this option to turn it off isn available on the free pp. i really like the pp but it has many issues like this and customer service is almost nonexistent, which is why i will not pay for it."
duolingo,2,0,"i really like the pp. however, several of my achievements haven't updated, and their support team never followed up about it. that was a disappointing experience."
duolingo,2,0,"come on! you cut off the option for regenerate hearts! now are 4 hearts! i know the office option isn't free but please domingo, you guns where doing it right."
duolingo,2,0,"the audit play back simply doesn't work for me, no idea why but it's broken."
duolingo,2,0,used for a while but one section where you fill in the banks stitches. can't see the word bubbles at the bottom. so can't move forward.
duolingo,2,0,"good pp, really enjoying learning french but all my hearts keep disappearing for no reason and then i can't continue. i would pay for domingo plus if it weren't so expensive."
duolingo,2,0,i am using this pp for i think a year and i have learned quite many words. sons: they made skin skill after level 0 to paid. very inappropriate as.
duolingo,2,10,good pp it really could've been a 5 star if it wasn't for the awful heart system. it takes the fun away from learning and penalizing someone for making a mistake is not a good teaching method. i used to use it a lot but nowadays because i keep making mistakes i'm not able to learn it as much as i used to. the training is boring of so i decided to not just use the pp and wait and awfully long time to get 1 stupid god damn heart. please remove this awful feature.
duolingo,2,2,"the pp is definitely beneficial, and i learned the languages very easily. my only problem i had was sometimes when you had to choose a word that matches another, i'd try to tap the word but it would disappear and i'd get the question wrong. it's a great pp overall, but my rating won't change until the bug does."
duolingo,2,3,"the heart system ruined it. ever since they implements the heart system, this pp is pay to progress, despite it being heavily advertisement tormented to ""keep learning free"". they have definitely gone back on that for a full, max profits model. learning a new language is about making mistakes and learning from them. since the heart system you are only allowed five mistakes per lesson or you have to pay the in pp currency to refill your hearts. i haven't progressed since this change."
duolingo,2,8,"i download the pp to start learning chinese, and maybe start another language as well. things were going fine until i decided to start hind. it started off by prompting you select the towel sound you hear, the big problem being that it doesn't sound out the towel when select an option, and being new to hind i don't know the difference between ī and i, so i was left guessing. i wouldn't be complaining if i'd made a genuine mistake, or i didn't have to wait forever for my hearts to refill."
duolingo,2,0,"i liked it, but when me and my mon created a profile, it took forever to load and it made us create a profile a second time!"
duolingo,2,2,i liked it better before because just because you get 5 answers wrong you have to wait! which isn't fair because what if you have to study for a test in another language? if you get a few answers wrong you may or may not fail that test. i guess it's an okay pp for like smart people but not for beginners like me so beginners get a different pp this isn't for you (or me).
duolingo,2,0,"it is good and was good, but the hearts feature, which i didn't have on my old account that i quit the day i switched, is horrible."
duolingo,2,0,"ok, been using it for a few days, trying to zip thou tests since i do have an intermediate knowledge of the language i choose (italian). pro: does meet the basis, it seems. con: - won't scale/render in landscape mode - silly repeated phrases such as ""the men write in the sugar""! senseless phrases. eat sugar is used too, too many times, very silly and irritating - unable to use pp on andros 9 when font size and display size are set to near max, missing lines and phrases, unable to ch"
duolingo,2,5,i really love this pp but the recent update is awful. you now need to pay lights to test out of a level. that is really infuriating for people who want/can to progress fast. update (30-dec-2019): it is now the second time that i open my domingo on a monday morning to find that my streak freeze was used up even though i had a weekend amulet. this is clearly a new recent bug
duolingo,2,87,"while this pp does teach you languages, it is also forcing you to grind the same lessons over and over for too long, recently they have made it even longer - unless you pay for the subscription. this is especially bad for users already with a decent proficient in the language who are forced to repeat the same low level lessons with a limited number of ships. this can be a language started but if you are wanting a better return on time spent, look elsewhere. for free, it's okay."
duolingo,2,8,"remove button that disabled listening exercises. i keep accidentally tapping it while playing, forcing me to exit and mentally flick it back on in settings. screen rotation/slipping does not work on my galaxy tax a. another thing that irritated me: the dumbly at the bottom right corner, which, lets you practice all skill simultaneously; the problem is that it gives me questions that i have not seen yet because once you get level 1 in a skill it unlocked the lower ones and those are these."
duolingo,2,18,"i loved the pp! but the last update is really not pleasant! i can't take anymore a placement test when doing another course. then you can't delete a course, i mean that if you took one course for english speaker, you cannot delete it if it's the only one, even having a lot more for french speaker, so you're king of getting lost with courses for different language speaker, i wanted to try but i don't like and i can't remove it. also why did you stop to offer ""free test"" .... please do something"
duolingo,2,0,keeps disconcerting and saying there's no internet connection - in on hyperoptic internet with 1 meg bits per second...!
duolingo,2,6,"tried to learn hind.. and i noticed problems, such as different bowels sound exactly the same, there no distinction at all, and sense it's just a guess which one to choose, most like leading to making mistake. also, i couldn't complete several tasks due to the pp not accepting the correct answer. and the last, it doesn't have any grammar notes or explanation, so it's really like running in the fields with no direction"
duolingo,2,0,recent changes have badly damaged the experience - it's very hard to see what you need to review and revise in a comprehensive and efficient way.
duolingo,2,23,"game is different across users -- my husband download it (not the plus ver) and was enjoying it, so i wanted to try. i download it as well, but mine is different! we both get as, but i also have hearts, which i lose with each mistake (or even a his-click). you don't get special benefits with hearts, you just can't play without them. hearts take a long while to regenerate--this impedes learning pace, and i don't want to pay for plus when my husband has these features free."
duolingo,2,78,"i used domingo for over a year and loved it, as didn't bother me, but i really don't like the heart system with the new update. language learning is by making mistakes and it's not the same as a game. i guess it's fair that domingo wants pp to pay, but it's annoying after year(s) of it. should have made some additional features as paying."
duolingo,2,1,"there's a problem with singing information on the domingo pp on mobile devices and on the domingo on the computer. i practiced on my computer, but it didn't reflect on my phone. i lost a 161 day streak because of that! i'm very upset about this. also why is there different lesson information on the domingo on pus? it's very confusing."
duolingo,2,6,"i used to love this pp and progressed rapidly, but then they started using the heart health and penalizing me for mistakes on new lessons. mistakes are a big part of learning (even do says so! ) and i've been extremely frustrated with the hearts and having to quit a lesson towards the end because i ran out of hearts. please go back to lights and no hearts!!!! i tried to use the online version, which doesn't have the hearts, but it's hard to use on a mobile devise. ply discontinue the hearts!!"
duolingo,2,18,"i use to have the premium version. but i stopped using it as much. going back to the free version is almost unable. it locks up. i have a fixed 2. but it seems like the attempt to get data in real time and the requirements of the new i, make the pp freeze up continuously. i think the testes just download all the data(pro). and never deal with the pain."
duolingo,2,12,"i am trying russian and i found it very frustration that the initial section labelled ""alphabet"" actually did not teach the alphabet! i'm wondering if there is an error in the pp and that section is mislabeled. i've had to teach myself the alphabet elsewhere. also, some of the other languages have grammar lessons that you can read to help understand the language better but so far russian doesn't have that option. otherwise the lessons are fun and interactive, although the vocabulary is a bit odd"
duolingo,2,21,"great application would it be if you changed these two things in it. there are a lot of mistakes in accents and intonations in languages (especially in russian language), that are not changed, however, they were marked as incorrect. i like reading stories, though i find it really offensive to read the dialogue #6 (in taxi). please, either change the topic or let people read next stories without it, because i can not reach next chapter. looking forward to updated! thank you for attention!"
duolingo,2,3,"ok so i've been using this pp for years and it's always been helpful but the update is such a downgrade, i live in an area where phone signal and wife are spot so i used to download the lessons and do them office, but now i apparently have to pay $12.99 monthly??? also you can't see all the lessons in a group ( ex you used to click on ""basis"" and it would show you what you were donna learn in every lesson) and the progress quires used to be free so you could skin things you already knew.."
duolingo,2,18,"i find the pp very clung. i've lost lives because i have selected words which haven't gone up to the sentence. it also doesn't teach words before testing us on them. i have just lost a life even though i got an answer right (checked with a welsh person). all in all, i'm getting p*used off. i haven't learned anything new after living in wales for 6 years"
duolingo,2,6,"it worked fine when learning welsh, but for german it kept saying my answer was wrong when it was identical to that of the correct answer. not only did it take away all of my hearts and force me to stop but when i went to purchase more hearts it took my gems and gave nothing back. the pp clearly has a lot of bags that needs fixing but the idea of the pp is still good. it is just currently unable for me."
duolingo,2,7,"i was really loving this pp until the f@$*ing hearts system started on my andros phone. now, you get punished for mistakes, even genuine types or background sounds that mess with your spoken attempts. i don't think treating the learning experience like a game of candy crush is very helpful. i get anxious as i lose hearts, and tend to look up answers on goose which is making the process slower and much less fun."
duolingo,2,31,"it's a pretty good pp, but have a lot of mistakes in the answers and the users complaints/reports are not taken in any care. it is very annoying lose ""life"" because of some wrong translation in the pp, but it's even more when you report it and nothing happens. the developer don't care to use the user's free help to improve their product. it is a good pp for beginners, that's all"
duolingo,2,22,"after the latest update i am a regular user, and this update has demotivated me, we should be able to make mistakes, the hearts system is just not right. also, my pp is showing gems instead of lights now, just because i use it on my pad too. i don't understand what's going on. this pp used to be so great, how am i going to do multiple lessons in a day now?"
duolingo,2,1,today domingo seems to be broken. it is refusing to recognise the nodules i have done despite me being online :/
duolingo,2,99,"i was having a good time with this pp for a while, until one day it just random stopped working. i had an 18 day streak but suddenly the lessons would not load. it would say ""an error occurred"" at the top. tried installing and uninstalling. now it will not even log me in. frustration but it is whatever, i suppose. also, i hate how a small little type can ruin the health bar. it is so annoying."
duolingo,2,21,"domingo was an amazing pp, would've given it 5 stars a couple months ago. but the latest updated do not promote language learning like they used too. it's like they took away everything that made this pp work. i used to actually retain information with this repetition practices and high daily goals. now goals mean nothing and lessons are short and not memorable. would even pay for those features in the future. right now i want to abandon it."
duolingo,2,25,"i was enjoying this pp until they decided to change the way it works. you no longer can learn at your own pace because they've changed it to a life-based video game style system. i don't know anyone who learns new content in less than five tries. it disrupt the flow because you can no longer move forward and have to wait for these lives to regenerate. either you want to teach and have content stick, or you want to be a game."
duolingo,2,3,the pp is great for learning at your own pace but since the hearts were added the pp isn't enjoyable anymore. you'll only be able to get things wrong 5 times before you're not able to learn anymore and you have to wait for hours to get more hearts to be able to play again. this is very frustration to me. especially if you are struggling with something. it doesn't help. please get rid of it.
duolingo,2,0,to be improved - pp and customer service. trying to learn russian again and the pp is struggling with the transliteration of russian to english and vis versa. i have remained repeatedly about advise on this as i am stuck at the lowest level on the pp. not 1 reply to my email. hence canceled the subscription and requesting a refund of the 6 months worth paid for in advance.
duolingo,2,10,"honestly, i really like domingo. i've been using it for french and japanese and it's pretty been great (though only when supplemented by other learning). my biggest complaint is that they do tons of changes to the way their reward incentive work, and it differs by platform, and sometimes from week to week. it's kind frustration how inconsistent they are at times. i just want them to pick something and stick to it for more than a month."
duolingo,2,0,doesn't help when the answer you are trying to press is hidden under the continue button and the program goes into loop asking you the same question - which you can't answer!!!
duolingo,2,1,thank you for fixing the problem! so far i love this pp! in learning french and it's really easy! edit: ok i still love the pp but the whole 5 lives and having to get gems to pay them is stupid. i mean really?! i get a few answers wrong and boom all progress lost and have to wait. i'll bring my review when you fix this. 😠
duolingo,2,0,"a bit limited (especially in greek!), but the spanish lessons are very good. wish the slow option was given on each question. also would really like the tip option for greek!! (11/2019 degraded):i really hate the update that disregard learning in place of making it easier to earn crowns(ratification)! you now complete 4 lessons to earn a crown. i have a ton of crowns, but haven't learned much! i felt like i was achieving something before, but now i feel like this pp is only a game!"
duolingo,2,0,"was a 5 star pp when it actually allowed you to practice. if you make a certain amount of mistakes it will not let you keep taking lessons. forces you to pay for ""lives""/ pay for their subscription or to wait over 4 hours to get more attempts. not free and stops people from learning."
duolingo,2,17,"great little pp, feels like i'm actually learning and i've always struggled with motivation when learning a language but the pp helps. couple of issues, would like a bit more explanation of rules of a language, i feel like i'm memorising terms rather than understanding them. this is especially the case with masculine and feminine terms, as the pp has simplifies this to ""masculine words end in o, feminine words end in a"" and it's not even true."
duolingo,2,1,"totally discouraged at checkpoint 1 lessons have been great. pp a handy tool for completing lessons away from computer, where it's easier to do lessons and other language activities. got to checkpoint 1 and was tested on everything except what was covered in the previous lessons. whole paragraphs of text contained maybe 5 words that had been taught in preceding lessons. no way to skin checkpoint. how depressing to study hard and be tested on everything except what you've learned. nearly quit."
duolingo,2,10,it's a good way to learn a new language however the experience is completely ruined because of the as. sometimes the screen will freeze and then i will have to re open the pp. i also don't like the fact that when you answer wrong they don't explain how you got the answer wrong. domingo also doesn't seem to accept alternative answers to questions. overall i am dissatisfied
duolingo,2,0,the lessons are good but we need to click all the time to continue some of the histories are with left content and i think that is unnecessary create this kind of think. my kiss do some exercises with me and i don't want to teach left for a kid
duolingo,2,0,"although it can help give you some basic sentences and vocal, it doesn't go into how to create your own sentences using the words you learned. it gives you tools but doesn't teach you how to use them"
duolingo,2,1011,"since they added the heart feature the pp isn't enjoyable anymore. you can only get 5 wrong answers before basically locking you out of the pp. you have to wait hours to get one heart back, then that's only one wrong answer before getting locked out again. it makes starting a language almost impossible because everyone is going to make mistakes starting out, they're not going to want to keep going if the pp tells them they can't keep learning because they failed too many times."
duolingo,2,0,"domingo is a nice pp, but recently i've started experiencing a significant number of bags in this pp. unfortunately, support staff does not react on my numerous email to fix them. so, i have no other choice as to write a negative review here."
duolingo,2,0,"the hearts system makes this otherwise great pp unstable. get a few wrong questions wrong and you can't continue learning. you can't repeat the lesson, even from the beginning. you have to wait hours, reach few hours you get one more heart, which is one more answer you can get wrong. makes me feel stupid, sucks my determination to get this learnt. can't see why it's supposed to help. if it's just to make you pay, then i get that. not sure though, maybe they will have hearts after you pay too."
duolingo,2,5,usually fine but an issue has come up in the leader boards. i finished and place in the gold league yesterday and when i've completed a lesson to start in the next league it's placed me back into the gold league. i'm so confused and annoyed at the effort i put in update: the leaderboard thing is fixed but now i have a whole new problem where after completing a lesson it doesn't save my progress or up and i have to do it all over and it auspiciously starts working again everytime i screenshot
duolingo,2,2,"decent language pp however different people are given different versions, my wife has a version with no ""health"" and gems and she is earning ex and learning language far faster as a result, instead i am slowed down whilst the pp tries to push me to by the premium subscription and watch avert fore more health, the current system allows you to male only 1 mistake every 4 hours. its clear that if you are chosen to have the gems and health version of this pp, you exist only to make them money"
duolingo,2,8,"i really like domingo, but recent updated to both the pp and the webster have made using the pp difficult. the webster and pp having different requirements for leveling up lessons and the inconsistency between lights and gems make for an unpleasant experience. the lives are also an unnecessary ratification feature that serve no purpose other than to hinder learning, which is what domingo is supposed to be about."
duolingo,2,18,"great pp! as long as you dont mind that it can and will take pictures, look at your personal pictures, record audit, record video, modify your settings, modify your sd card, read data on your sd card, delete content on your sd card, search, find and view other accounts tied-in with your phone, analyze wife connections, analyze data from anyone else who is on the same wife as you, run at start up and listen through your microphone. really? why? no thanks . . ."
duolingo,2,229,"to learn words its ok, as its an online pp, there is no explanation as to when and why the word/meanings/phases change, just when you think you've got it, not so! unfortunately i used the plus free trial, and missed the cancellation date, so of course i was charged $167.00, beware as it auto renew in 12 months, together with being constantly bombarded with email from them."
duolingo,2,2,"gets worse to start with this pp is great, it makes sense and reaches you the basis well, then it camps up the learning rate to an insane degree. the first few lessons teach you about 6 words at a time, in the later lessons they expect you to learn a lot more than that so nothing cement itself in your head. for example the body parts lesson expected me to learn about 20 body parts swell as various new adjective in one lesson. my advice is use it sparingly and try to find a better pp."
duolingo,2,0,l am looking for an application which reaches simultaneously two languages together. same words in same unit levels. that should be %15 reduction from total time. domingo is not the one!!! but if l searched simultaneous learning domingo is at first finding! a disappointment of absence. we you show or response by answering?
duolingo,2,0,"i download this to help me brush up on my turkish. although i'm married to a turkish man, i hardly use turkish anymore. this is a really clever way to learn, bordering on genius! it could do with an explanation feature but that's not why i've scored it so low. it's the content that lets this pp down. the pronunciation is sometimes so bad even my husband can't get it! correct answers can lose you a heart. you can use the flag feature to point out mistakes but it changes nothing. disappointing."
duolingo,2,3,completely stuck on multiple hind courses. there are stages in the lessons which have a 'match the letter to the sound' portion and to and the sounds each do not allow me to match them with the provided symbols. so far my only option has been to spend gems to take the test to skin the lesson but if those sounds come up during the lesson then i've wasted gems and cannot continue. the pp has been mostly helpful but its frustration to be stuck with nothing to do on it.
duolingo,2,1,this pp is good but falls short in one aspect it will sometimes allow bad swellings of words when it may be one letter off but other times it will fail you for the same misspelling regardless of level. they also hit you with phrases out of the blue where they have not even covered that phrase or even those words so you are forced to spend more time checking the translation then actually learning anything. immersion is better than showing translation.
duolingo,2,1,"i did not find it enough helpful in learning japanese karagina and anti! this is intended for english people, many things are not precise in this pp. japanese teaching method is also odd here. one should probably find some other apes if they have to learn eastern languages...."
duolingo,2,4,"it relief on rd parties to clarify concepts, which aren't available for every exercise. it is inconsistent in its accepting translations. it provides insufficient preliminary information permanent to the exercises, a lacking variety in practice examples, which only reinforced familiarity with the specific examples, not the concepts. edit: they've introduced a delay in shipping as. i'm sure the ""improvement"" in user experience makes me want to buy premium."
duolingo,2,2,"its helpful i guess. it used to be more so. they taken away some of the best parts of the pp, ak the message boards and guild. also in trying out the plus feature, and i can never finish a progress quit because at around 60%, the pp just freeze. its super disappointing to be honest. i used to recommend this pp a lot since give been studying languages since high school, its really gone downhill"
duolingo,2,0,i was really excited to learn a language i always wanted to learn but they didn't have it. they already have a nice variety but its still small if you want something specific.
duolingo,2,0,"i do 3 apes every day just to keep the sequence. today domingo informed me i had lost my 346 day streak but i could pay to get in back. other apes still continuous. quick appraisal later and i am ditching this. doing spanish and i can't tell if the content writer is a native speaker of spanish or english if either even. there is no theory just random words and phrases thrown out repeatedly so there is no indication of how verbs are derived, nous you just end in o or a! bye."
duolingo,2,0,"i've been working on hind for 50 days. since the beginning, i've been facing the problem of trying to tap pairs together. the last pair through process of elimination should always go together. however, every time i tap the pair to move on, it lights up red and i am unable to move forward from it. i would usually use the gems to skin the lesson whenever i had that problem. now, i can't do that because the pp won't let me do it to ones that i've already completed (to restore). please fix this."
duolingo,2,73,"ok, it was 5/5 stars before they introduced the health points, now you can only make 5 mistakes, then you have to buy more health or you do a practice to gain one single health point. shame, it was such a great learning tool before, on the webster version there is no health points, i don't understand why there have to be health points on the mobile..."
duolingo,2,8,"domingo is a terrible experience. the lessons are too repetition, which makes progress excruciating slow. if you want to move on to new lessons, you have to pass a test. the thing is, the test will have questions with words and phrases that have not yet been covered. so even with doing all the lessons multiple times, passing the test is fairly difficult. on top of that, the pp will nonstop send you modifications and email. i love the idea of free learning, but the pp is seriously flowed."
